identifier,name,popularity,Wikipedia
aSOg5jzJ35yfUXm31zHpmb,Johnny T. Williams,2,Johnny%20T.%20Williams
aSkQhpBggilfDE1IK9A1h7,Sidney Taurel,10,Sidney%20Taurel
aTaIHrBOtcHb7ociZ5DAfu,Michael Dell’s,1,Michael%20Dell%E2%80%99s
aUOJsnJVztyf3V2XYTgyEa,Cooper,32,Cooper
aUS6jUVJ16cenC9N8VfNqk,Martin Lundstedt,3,Martin%20Lundstedt
aUvMyod2MUxerqnyAQdMXn,Gary_C._Kelly,1,Gary_C._Kelly
aVGe7dd6lpzdUdlkVEL3nR,Ellen Luciani Alemany,1,Ellen%20Luciani%20Alemany
aVo0XDWbPXxdNZ8yQoUeg0,Charles Tyson,5,Charles%20Tyson
aWKHSQgUVH4dr4MI3ZlTgw,Dr. Carl Horst Hahn,1,Dr.%20Carl%20Horst%20Hahn
aWTsdGFG16Te63Y3sD6y0p,Salil Parekh,9,Salil%20Parekh
aWV85iwR7ECacV8LQdzqXy,John Malone’s,1,John%20Malone%E2%80%99s
aXB2fZPWi5UafDBSxThncn,Charles Scharf,11,Charles%20Scharf
aZcPOHiF29qcgVWin83Mo7,Michael Walrath,12,Michael%20Walrath
aaEEXRA9wR3da1HN96xfOK,her father's,1,her%20father%27s
aaVBtzamINOefZQDL2Rqu7,Akira_Shimada,1,Akira_Shimada
aagkKB7FURedKHGF9BWJTf,Hunterdust,1,Hunterdust
abJhdgaE185bK0KvtWqznA,Y-T < br/ > De Silguy,1,Y-T%20%3C%20br/%20%3E%20De%20Silguy
abrqOH8hVQDbhYxb83sw4A,Charles R. Schwab,51,Charles%20R.%20Schwab
abrulGPAQ0XbqTzDsCNDXT,Ajay Singh Banga,1,Ajay%20Singh%20Banga
acgm4yWzRosampgzmktMKO,Peter Thiel’s,2,Peter%20Thiel%E2%80%99s
aditUFUBwL6dikY0107iKX,4,6,4
adkKcKjZOdzchGzye1AILN,Mike Cannon-Brookes,40,Mike%20Cannon-Brookes
adplAIGyuDRfmbyS7Ld4zt,"Rose, Matthew K.",1,Rose%2C%20Matthew%20K.
adyuq2ucAkPcUDRo5L9gV0,David_Rubenstein,1,David_Rubenstein
af5cGLpSUBMfOugByXxIvX,Pierre Bellon,12,Pierre%20Bellon
afkf8I8VuAjbTsrL0bQzVF,Alexis_Herman,1,Alexis_Herman
agomXPSSRfyeuJCD3eYERh,John Hennessy,6,John%20Hennessy
ai0tSvFqBx1bETqxZbmt11,John Willard Marriott,7,John%20Willard%20Marriott
aiz5XSYmpxQdicJQ9reBGf,Sir Charles Andrew Morrison,1,Sir%20Charles%20Andrew%20Morrison
aj9noqXf1K0eM16gNrIKiS,Samuel_J._Palmisano,1,Samuel_J._Palmisano
ajAD2mhdT2SeLaDQjE5TC5,Martin Lau,6,Martin%20Lau
ajKVluvGSlvdXJriU1OeTG,Urs Rohner,11,Urs%20Rohner
ajX3K5M9R5ldGnBMzjDQ86,"Charles O.  "" Chad ""  Holliday",1,Charles%20O.%20%20%22%20Chad%20%22%20%20Holliday
ajXilatWLcxcLyuzmLp7QW,Joe Shoen,6,Joe%20Shoen
ajdC389z498ds8LxxU80uh,H,1,H
aji8sp6SR3ob5wGMjxUA5y,Robert Altman,3,Robert%20Altman
ajtrHIhPIp8acO1DBbwFIl,Tim Sweeney,66,Tim%20Sweeney
ak4B4N48BU0e9nykZnvNTJ,"Simon Adam Wolfson, Baron Wolfson of Aspley Guise",1,Simon%20Adam%20Wolfson%2C%20Baron%20Wolfson%20of%20Aspley%20Guise
akDvCrdp05kb2Ts6N7pZ3s,and daughter,1,and%20daughter
akv4qLggKALfTrAcd0Ghuj,Arabian American Oil Co.,1,Arabian%20American%20Oil%20Co.
akwgku0gwtNdmx9XLuI4le,Kelly King,14,Kelly%20King
amQRCN1qHNOeVEJ8J7ny2r,Dan Rosensweig,13,Dan%20Rosensweig
amTIgTsryu5c8HripoI2pN,Lowe,3,Lowe
anziaDxbmDBc1yxGfpyrLr,Dominic Paul,1,Dominic%20Paul
apMMybuJ9UCeYN48AYCI0t,"Bennett, Alan",2,Bennett%2C%20Alan
apq5eCOGp7zdHQMsSMfReO,Mark Tucker (business),2,Mark%20Tucker%20%28business%29
arundDj4nCibxMpaH9GnvG,Jim Donald (businessman),2,Jim%20Donald%20%28businessman%29
ary1jseUg5sbywvZPnoVYI,Bob_Iger,1,Bob_Iger
asI7TblC5PfbnNsRnG4Vkc,Anant J Talaulicar,4,Anant%20J%20Talaulicar
asWHiT78zF2fWvF5nra2DB,"Parrish, Mark",3,Parrish%2C%20Mark
at7Kx5EHE0rb83b9mhGpfs,Enrique Lores,8,Enrique%20Lores
ats8I5qmSLacpBLdYYOIAN,"Manley, John",1,Manley%2C%20John
auOZ1Aq3VTIdM8OUn9EAAb,Sir Ralf Speth,1,Sir%20Ralf%20Speth
av4uDC0YLUubEpJmmMTT2l,Jim Skinner,1,Jim%20Skinner
avFiISL4w3qcYE5bSKHQ2Q,Mikitani Hiroshi,1,Mikitani%20Hiroshi
awWQPhirIW4eq5jy0XihAs,Arabian American,4,Arabian%20American
awfFek90ypfbYGTBFlu4TU,→,2,%E2%86%92
awxTodaE4FzamzqmOpQj4Z,Daniel_Schwartz,2,Daniel_Schwartz
axkVRLdm4OadWbUjosoXr9,Professor Tom Leighton,1,Professor%20Tom%20Leighton
axkwG79gwAwdhH94IfxP2R,"Fisher, Ronald",2,Fisher%2C%20Ronald
ayTrPOyTrG2ddpcTlOeS8y,son,1,son
ayiMhsiJ7UXaqKki1ux3fS,"Moshe ( "" Mooky "" )",1,Moshe%20%28%20%22%20Mooky%20%22%20%29
azQ8BDufGJOfFYXf3d2Erz,Murdoch press,1,Murdoch%20press
azbOGas3syWdZsfS4dWo8h,Richard C. Adkerson,1,Richard%20C.%20Adkerson
b083ozdxpwScPpLIUz8dWM,Sir R. A. Fisher,1,Sir%20R.%20A.%20Fisher
b0oCdFGUThodyPtDIUz3uC,Warren Buffett,1062,Warren%20Buffett
b1Rpk4NceFbcAgkcSC5BLw,Y. K. Hamied,1,Y.%20K.%20Hamied
b1hrTAVR0yjfLTHCTGs7LD,Vitaly Savelyev,15,Vitaly%20Savelyev
b4VphA6RhYYcE1wyCOaVdl,Alan B. Miller,9,Alan%20B.%20Miller
b58DjM3dsbDcxG69mXhVMf,Drew Houston,36,Drew%20Houston
b5KznTJfBKYaW6RG1D1Cmx,Tesla CEO Elon Musk,1,Tesla%20CEO%20Elon%20Musk
b5Vptu0WAp4arrrriKbYoO,'''Lee''' Yi Shyan,10,%27%27%27Lee%27%27%27%20Yi%20Shyan
b5e3LJUEvdvemCF3VCI6aD,William M. Brown,2,William%20M.%20Brown
b5lKNyLYBFEcqcbzdGwuRQ,Dave Lewis (businessman),2,Dave%20Lewis%20%28businessman%29
b5yugr7ggAybhWf1DktqSG,Ellen (née Luciani),1,Ellen%20%28n%C3%A9e%20Luciani%29
b7XsIUCdmxCfIqxDGyatIg,Myron Ullman,4,Myron%20Ullman
b8AoET16oISbaoq6XdXAZz,Dr. Ilham Kadri,1,Dr.%20Ilham%20Kadri
b8hNnCYeM1GeqyszFyauxn,William Spence,119,William%20Spence
b9phBhjBa3nalFl5pPUubN,Baron Wolfson of Aspley Guise,1,Baron%20Wolfson%20of%20Aspley%20Guise
b9zVCqID2upfiF3TWhdsEn,James Hackett,3,James%20Hackett
bAfQwdouOU5eKlQOoL4SE7,Jonathan Gray,2,Jonathan%20Gray
bB6TxTxGbIabMDmMTNLBRE,Lord Wolfson of Aspley Guise,3,Lord%20Wolfson%20of%20Aspley%20Guise
bBr5PzTfUjcc9ouyc5Qi1b,William P. LAUDER,1,William%20P.%20LAUDER
bBsjonm8Yxxce7NWrgEICH,Fred Smith,31,Fred%20Smith
bDJwG1oVEExcFi8vMbqk8P,Jack Bowles,3,Jack%20Bowles
bEfEmApXKYofD5f4Y5HGwf,David John Lewis,1,David%20John%20Lewis
bEqx7QpyQ1meQFfDODvvj5,Kevin Johnson,20,Kevin%20Johnson
bFmZK7gTR43b3obJvhtjhT,leeches,1,leeches
bFs282YqsMaciGEUQY34ED,Bruce Carnegie-Brown,3,Bruce%20Carnegie-Brown
bGCW3cbvU0zfvdshJkbEwH,Johnny Williams,10,Johnny%20Williams
bGHviMq7Q9waytEFswJuzJ,Lisa T. Su,1,Lisa%20T.%20Su
bH6VP99e4YiczGDtOX2TiI,Gref,1,Gref
bHBxNixAzajai7AMm0l30v,Prof. Ferdinand Porsche,2,Prof.%20Ferdinand%20Porsche
bI6V8ISkOd6apmUmAHbxPA,Larry Ellison,269,Larry%20Ellison
bJkBdyp7LZ8eNqqcU0xVa7,Paul Brown's,1,Paul%20Brown%27s
bJoPVILxnNCdddiWFtTnE9,WP Company LLC,3,WP%20Company%20LLC
bK0APWz3Io5fc5MR0UvjWL,Chernin Entertainment,2,Chernin%20Entertainment
bKmneil4kAZdlwYDNVkFOb,Ian Davis,17,Ian%20Davis
bLb7jCVtLRpeLvgLJY2FhI,Aart J. de Geus,3,Aart%20J.%20de%20Geus
bLdBiEfqvfhbSCbUqxLz9b,Ramon S. Ang,37,Ramon%20S.%20Ang
bLntLjneeOkdCZ53KBZmZc,Marc Benioff,130,Marc%20Benioff
bMqAEySBhMbfy15E9rkDPP,Aramco Institute,1,Aramco%20Institute
bMx6bHbKGUNextZZ2wNkjw,John Hess,2,John%20Hess
bNs3BB36xT9fmI7Mrr8Pkl,Jeffrey Lorberbaum,6,Jeffrey%20Lorberbaum
bOapFMFdkIpcUmr7fBJclN,Jan Hammer's,1,Jan%20Hammer%27s
bOlvt4RGFLwbNsG18g0tmg,Martine Rothblatt,54,Martine%20Rothblatt
bPixPUj5kNScFoALrDtoLP,Pamela Thomas-Graham,10,Pamela%20Thomas-Graham
bQ6UNFQKOe8dLRTqte3zgw,Triple_H,4,Triple_H
bQRgiocl9Bmdq6lLnXJbqh,Andrew Higginson,3,Andrew%20Higginson
bQU73JeAadrcpA4giOHIak,Mark Tluszcz,4,Mark%20Tluszcz
bR5KTnWu5gvbDbup1dpnZq,F._Thomson_Leighton,1,F._Thomson_Leighton
bRF8nvXczUpbKCp3jsUPiy,"J. Patrick Gallagher, Jr.",1,J.%20Patrick%20Gallagher%2C%20Jr.
bS8jUE69bGBfu6jxqHkcEe,John P. Connolly (businessman),1,John%20P.%20Connolly%20%28businessman%29
bSAicE8pNuJbiNKDSVzp2D,a French École Polytechnique alumni who asked for Belgian citizenship,1,a%20French%20%C3%89cole%20Polytechnique%20alumni%20who%20asked%20for%20Belgian%20citizenship
bShEDMF7DpUdrHymu2TNgj,Lynn Good,5,Lynn%20Good
bTVNQo6fgsJbqD74L4iwt1,Daniel Borel,10,Daniel%20Borel
bTpw0X9ULZDdvgQoGCqM2H,J. M. Evans,1,J.%20M.%20Evans
bUvnqpYKme1dNnJ7D9aWcC,James Hackett (businessman),2,James%20Hackett%20%28businessman%29
bUwJtVlNZ0CcrXe01ikf6J,Kumar Mangalam Birla,80,Kumar%20Mangalam%20Birla
bUyvuWTzV8neKo9c8dQlyX,Robert Binder,4,Robert%20Binder
bV8guT2Dla3ai3OYejAl3H,John S. Chen,29,John%20S.%20Chen
bVAgvTioSvWdjPiYEtWFDv,her husband,1,her%20husband
bVPzy98acUJcuapUhP0B41,Yusuf Khwaja Hamied,1,Yusuf%20Khwaja%20Hamied
bVrz75JweyLcLKJg0ty9TO,Edward Breen,1,Edward%20Breen
bWHB8xC8bvDc8iNytaextI,James L. Dolan,44,James%20L.%20Dolan
bWTfOhmumz1cMneG5Dhs3M,"Rice, Condoleezza",3,Rice%2C%20Condoleezza
bXTKAeOOH9UcF1VddWNhtD,Steven Schwartzman,1,Steven%20Schwartzman
bYNJeJsxIuZclbOP4DJaCD,Joel Glazer,49,Joel%20Glazer
bZhchCAqSxqdq2utcZ38aC,W. Taylor,1,W.%20Taylor
bZxIORkGSg6f9juH2Cbva6,Ronald D. Sugar,1,Ronald%20D.%20Sugar
baQ1oXFynipe1GAuAhwVin,Leif,1,Leif
bakYaQ2h4tWbbFBWdL4E2U,Aramco (Arabian American Oil Company),2,Aramco%20%28Arabian%20American%20Oil%20Company%29
bamsKJtMRiDcB234eTOxnd,Carol_Meyrowitz,1,Carol_Meyrowitz
bbmA0h2MET9crzZZImScIW,The Hon. John Howard,1,The%20Hon.%20John%20Howard
bcnDm0bg7MIclwjyMHS9Rh,Friedrich Joussen (executive chairman of TUI Group),1,Friedrich%20Joussen%20%28executive%20chairman%20of%20TUI%20Group%29
bdoMcDS8tU0fkKkpZV7PsY,Jerome Lambert,6,Jerome%20Lambert
bdt7CBfxPYVdKMMphpAs0L,Steven H. Collis,1,Steven%20H.%20Collis
bfj6gCGcrEZbjUqP64MQh0,Pascal Soriot,19,Pascal%20Soriot
bgavrurBbKLebqbIRu59W7,Mary Dillon,7,Mary%20Dillon
bgzKl4Pmk67dHZfF3yn9be,Thomas Petterffy,1,Thomas%20Petterffy
bjDGjgqPQcxeyhliiNwcXD,Tim Cook,301,Tim%20Cook
bjPnpSujCA0cWi6jiAlIjV,Doug McMillon,39,Doug%20McMillon
bkOyoaxcWpubY4FoXcxGEl,Mittal,3,Mittal
bm6qUntTEcebfu5neVX2kS,Mendoza,8,Mendoza
bmQI5A2P6PccFgM8ICzcUL,Nash Media,1,Nash%20Media
bmkGRFDvvKiaerfgOkRxoi,Peter T. Grauer,1,Peter%20T.%20Grauer
bmnzH31rGyReTStlQUCkKk,Mukesh_Ambani,1,Mukesh_Ambani
bnFHNEGVL3qcIsT2ezpuNV,"Herman, Alexis",1,Herman%2C%20Alexis
bnUioEGSwCgaZHEOgnRPce,Michael Wirth,7,Michael%20Wirth
bneJwVR9MejeyWczIgA5c3,Mukesh Ambani,213,Mukesh%20Ambani
bo7BUI6DDHIbbEUoMZHfGv,"Fisher, RA",3,Fisher%2C%20RA
bq2McTTvennfKsXHWt6qz0,Sheldon Adelson,204,Sheldon%20Adelson
bqDotn3eUNCdtsrXlZ7llm,Stata Venture Partners,1,Stata%20Venture%20Partners
bqrskqsxX4GdIqRusZzXQ8,"Mr. Harold  "" Terry ""  McGraw III",1,Mr.%20Harold%20%20%22%20Terry%20%22%20%20McGraw%20III
bqyfO7bcuyBef3poX6MXsb,"Leonard  "" Len ""  Blavatnik",1,Leonard%20%20%22%20Len%20%22%20%20Blavatnik
brnAqD40qOJdSA6ot5dJZp,Ed_Woodward,1,Ed_Woodward
bsGpAaKrbv5cAklnGDJQNW,Cees_Veerman,2,Cees_Veerman
bsU2H87BlqyfhVyFW3Tx1o,Joe Tsai,3,Joe%20Tsai
bsY0X1sFzYidRaZQCLuiWv,"Lee, Y S",1,Lee%2C%20Y%20S
btRlrR4scT1dEhchhIJK5j,Ronald A. Fisher,3,Ronald%20A.%20Fisher
btUSvbFEll5eFCRv4J0yX9,Chuck Magro,3,Chuck%20Magro
btnLsmlwvNgdECTtkA4dEg,Patrick Dempsey,773,Patrick%20Dempsey
buw4Z8NNhzFfYmPdFbDdCT,Zuckerberg,10,Zuckerberg
bvIeFS3RvfebaIIUCbQFTu,Mary T. Barra,1,Mary%20T.%20Barra
bwG9oFyYXHUcp1Yktwjgp6,Yasir Al-Rumayyan,9,Yasir%20Al-Rumayyan
bwg27JrG5kMbms0N8KFg1L,Lauder,1,Lauder
bwwf6lUzILLfdTNWBoVHfQ,Charlie_Ergen,1,Charlie_Ergen
byKQJsVs1nlc5MXNCMEFsn,Dave Calhoun,16,Dave%20Calhoun
bydU8WBZwGkcfpfW7aQTcf,Murdochesque,1,Murdochesque
bzkeY9nKaozesU5Qr2YSAs,''The Edge'',1,%27%27The%20Edge%27%27
bzkyVeqYb7UfgIkHr0Qh62,Mike Jackson (automotive),3,Mike%20Jackson%20%28automotive%29
c1KVR743xh3eMA2iCxOzrQ,John Murray Allan,1,John%20Murray%20Allan
c1S1LtrTrz0dihcxMCW9GR,R. A. Fisher,24,R.%20A.%20Fisher
c1aIKFuRy2rd4qluLJz4BI,William Peter Coleman,1,William%20Peter%20Coleman
c1svoVGvwagc8d0uFhmrRp,Mr. Gautam Adani,2,Mr.%20Gautam%20Adani
c27ZhvhicycdZ17AsAGX81,Guillaume Faury,17,Guillaume%20Faury
c3gGPqpkJhNfQ8upyFaF2M,Redmond's,2,Redmond%27s
c41uxEz2LN6fyTjFW3Gicu,Robert I. Toll,11,Robert%20I.%20Toll
c49FymkTy6teRKpb9RbBPi,Gregory B. Penner,1,Gregory%20B.%20Penner
c4PGJLhZ0qLePuOvzwxgfN,Peter_Voser,1,Peter_Voser
c5dBtFbKOWHcBCLWwnAJWi,Arabian-American,8,Arabian-American
c8IUwfG42N1akM9YevoIFR,the CEO,2,the%20CEO
c9KTQpwA0dGb4ZGhmOEtp9,a better PM,1,a%20better%20PM
cDNNwLLAv1rfbejqVFSHlM,William C. Stone,11,William%20C.%20Stone
cDx29jIMaGCc5mxQ8GPCmq,Thomas Andersen,14,Thomas%20Andersen
cEpgVC6gGyTfJpjSklNCde,Garrett Camp,28,Garrett%20Camp
cF81jHqcYQed6Vgh36qsWe,Mike Helton,38,Mike%20Helton
cGUMblxk5TVbrYnCmkIwZU,Inamori Kazuo,1,Inamori%20Kazuo
cH8CEfQa90LdMIFYF0RHTH,Shari Redstone,54,Shari%20Redstone
cHkl0Irt9tfcRtjbakYEBl,Schwarzman family,1,Schwarzman%20family
cI9dXySSU4dcESMtdTdMhr,Richard Lerner,25,Richard%20Lerner
cIQ4ftIvYeSf2syGRlCfjA,Ronald Fisher,411,Ronald%20Fisher
cIfY83dGprTdmGdwaLVlWv,John Deere 450J bulldozers,1,John%20Deere%20450J%20bulldozers
cIuFDRa6J73cOYkyhveC0L,Vincent Kennedy McMahon,6,Vincent%20Kennedy%20McMahon
cK8veEn6gGwaotbR8QLt03,is indeed,1,is%20indeed
cLd09nrOqXYcJWP8VkE6SD,Chris Beard,6,Chris%20Beard
cMa4y8W7xNsegny6snq71F,Thomas Rutledge,1,Thomas%20Rutledge
cMiGKc2zJqhf1OP45hRrjV,Vince McMahon's,4,Vince%20McMahon%27s
cNWFxhrbRu2dBamVVbZS0N,James Cracchiolo,4,James%20Cracchiolo
cO8EIbiWK0db9hdldb2G2C,Christopher McCann,12,Christopher%20McCann
cOGwJnz2MzsagWQFByknnw,Bill Winters,10,Bill%20Winters
cOd8wBZxrx7elFLfnEisbH,Arab-American Oil Company,1,Arab-American%20Oil%20Company
cPzalnS2JyHb4DuQsIBkbd,Murray Edwards,5,Murray%20Edwards
cQQ4bZAykzxayvtK10Pp5q,Abby Johnson,1,Abby%20Johnson
cR9UkiNZ1VHaoubJn0EDZ8,Joan and Sanford I. Weill,1,Joan%20and%20Sanford%20I.%20Weill
cSAywWY94wrcxF5sNV5OQC,Jan Hammer Band,1,Jan%20Hammer%20Band
cSHDax6sYn3foZnhdbsLk8,Leonard,1,Leonard
cSY5DNyRDwmcFkzZJYlDx1,Michael Diekmann,13,Michael%20Diekmann
cT5uE71sNNCfK1sXIWODDo,Josu Jon Imaz San Miguel,3,Josu%20Jon%20Imaz%20San%20Miguel
cTNWuQBqT7YbgrwbQrxmuK,Howard John Davies,1,Howard%20John%20Davies
cUbnTXjBysudjj2T8Samf3,Nandan Nilekani,94,Nandan%20Nilekani
cUrCNRdg14ddCVh724CyMz,Leonard Lauder,51,Leonard%20Lauder
cV4NwGPrrkhb2iKo3Vgka7,Evan Spiegel,55,Evan%20Spiegel
cVRnqzz162bbhl3YwCNXIG,Jean-Cyril Spinetta,9,Jean-Cyril%20Spinetta
cVxnrOwJc1vcEsLLPzdYm5,Mackay,8,Mackay
cXTxp1N86aQbVM7t9Woxzv,Alexandre Ricard,3,Alexandre%20Ricard
cXapWj6MoBZawtXb52zF3T,Mark Tucker,10,Mark%20Tucker
cZ8qXaIw809aWDzpO4heNI,Anthony O'Brien,6,Anthony%20O%27Brien
cZBElBw5xYwdpP9NbEJPOo,Anil Ambani's,1,Anil%20Ambani%27s
cZQ4rx1VNOxdt730jdUOQL,Greg Penner,15,Greg%20Penner
ca97muOQiYRcEuhMQXWzXB,Niraj Shah,17,Niraj%20Shah
caMeLOyCRzScCD7gykbw2G,Teresa Meng,5,Teresa%20Meng
ccTpACndKKNd7l2Fm8QhNT,Sandberg,1,Sandberg
ccWOBLFFSaxdflaww0aihd,Margaret M. Keane,3,Margaret%20M.%20Keane
cdfhiviWYuBeJ7eHcPmNss,Alphabet Inc.,1,Alphabet%20Inc.
cdpZRmWT95tdOjzxkn92gH,Hamilton E. James,13,Hamilton%20E.%20James
ce85oAaM5seeYlkyyyMHEj,James Easton,5,James%20Easton
cf4UOMrrDV5dlDCjqlxrJV,Alex Behring,24,Alex%20Behring
cfBmtlzvwZpcKvVr3ID9KK,David L. Congdon,1,David%20L.%20Congdon
cfChRZrViLUdIwATdcO9GZ, Dave Lewis,1,%20Dave%20Lewis
cfVnEYiKDwXegnnc1RG1OA,Stewart Butterfield,47,Stewart%20Butterfield
cff5GUGv3NfbAPFVjch6Zf,Fisher's book,1,Fisher%27s%20book
cg2PFNVdK3Rd2KRgFfPHGh,Diesel,1,Diesel
cg3IyAnJo3CbFHxEy8amhp,"Hayes, Robin",1,Hayes%2C%20Robin
cgQGS3k0UescAfLmCXjPee,Musk,4,Musk
cgfXrECiI3GciNdrcJsMB4,Mark Zuckerberg,902,Mark%20Zuckerberg
chH2fUcAey0bSOuUwa049Z,Emma Natasha Walmsley,1,Emma%20Natasha%20Walmsley
chHNn9AI6uXbtJKcSp7IZC,SpaceX president Gwynne Shotwell,1,SpaceX%20president%20Gwynne%20Shotwell
ciA8FR1uHk1e3diTp7oGGo,Webster's,9,Webster%27s
ciHvCI0FNQvciyw1IzgJC0,Evan_G._Greenberg,1,Evan_G._Greenberg
ciyRLjkuayzeePyzEkjquW,Paul Stone,14,Paul%20Stone
cjQv9JQky1DezpdI3iNBk7,David Solomon,8,David%20Solomon
cjz6BoXf7G8bdkDfgCIjeh,Kurt Bock,5,Kurt%20Bock
ckBlP91w9DSaxUE9km2f1q,Marc de Garidel,12,Marc%20de%20Garidel
ckryglBISzoakTruHvEyib,James Attwood,4,James%20Attwood
clPYTelDurxaisTx7k4POv,Hugh John Mungo Grant,1,Hugh%20John%20Mungo%20Grant
clbxgDPf6j3fUaJ98xEePc,the boss,1,the%20boss
cmCaFrAsVsTfKgfkPf9hqs,Ashley Almanza,8,Ashley%20Almanza
cmhkwCJK064bJbSh1qIflW,David Zaslav,34,David%20Zaslav
cnADDCC4vXuba8HUKS6bxY,John Deere Brazil,1,John%20Deere%20Brazil
co4Dpx460vsbPAVUjXLh2k,Howard Lerman,4,Howard%20Lerman
coaQMWLs7YlcsxQcYKrJnG,Mahoney,2,Mahoney
cot8B7lCifJe3nv00bBSiI,Anne Mulcahy,9,Anne%20Mulcahy
cq8qN5S6ttLeQwZYNxRewh,Lisa Su,27,Lisa%20Su
cqiIb83uKk9dH8X4JM1lu1,Bruce Broussard,1,Bruce%20Broussard
crqbeSrQ5BmczZ5ABSDiw4,Leonard A. LAUDER,1,Leonard%20A.%20LAUDER
crt3PwlbDzucr1YoHmf5Ba,Bobby Murphy (businessman),2,Bobby%20Murphy%20%28businessman%29
cshH8IesnIDdawpelEafaO,John Surma,1,John%20Surma
cte2Tz8oeJ4fmaNPpsTHBR,Thomas Kennedy,1,Thomas%20Kennedy
cu3WDYl0VNofQcjXHSkwZE,Henry  &  Susan Samueli,3,Henry%20%20%26%20%20Susan%20Samueli
cuB23M01672fG8CuUn4gyn,Craig Barratt,3,Craig%20Barratt
cueQoefMQ4yc09c3cmkhkU," "" Honest John Howard "" ",1,%20%22%20Honest%20John%20Howard%20%22%20
cwj4v3KJiHSatEJRpTj3ZH,Ludwig N. Hantson,5,Ludwig%20N.%20Hantson
cx5sw327GtibGYSlPh8dz8,Ike,1,Ike
cx8E8HVpNf3dpaW4jTIc5m,Anil,2,Anil
cxl1CZ86SdReESeRb9LFQh,DJ D-Sol,2,DJ%20D-Sol
czH5EmBJsfNbzTW0j4aYQK,Muskies,1,Muskies
czaNtOvFDffbRfxdxgv4R8,R.A. Fisher,27,R.A.%20Fisher
d08pBuujarJbHSrbKxhmZm,Richard Adkerson,6,Richard%20Adkerson
d0BSRtdub8BcCo3YhYGq6a,Gopal Vittal,9,Gopal%20Vittal
d1vSclZBnwNb6gAuVfs50H,Aditya,1,Aditya
d1wLKHsTAK5aXcmBfzLSrr,John Barton,6,John%20Barton
d2wvZTDBcKEcZ6eaw0uyL3,David Simon,6,David%20Simon
d3EoHFKdVgiehJMFwXXCE9,father,1,father
d3KRkyOWM8WflHogFPRr8t,Dean Stoecker,8,Dean%20Stoecker
d3lrVRQ494vewbsEYYdcJd,Henry Samueli,56,Henry%20Samueli
d3p1e3xSG29btGNWPrWEE0,Katherine August-DeWilde,2,Katherine%20August-DeWilde
d401t7VEwZhdJm9wMi79RD,Neal Blue,9,Neal%20Blue
d56kvrTKPPje205NSTT5Bk,"Simon Wolfson, Baron Wolfson",1,Simon%20Wolfson%2C%20Baron%20Wolfson
d77xLge7j5BejZaZx9fTC3,Salil S. Parekh,1,Salil%20S.%20Parekh
d7pDthO1If0b4kvt094Zvp,Liu Chuanzhi,20,Liu%20Chuanzhi
d8z6KqTvRCBeOOiq5XCexY,John McFarlane Prize for Leadership,1,John%20McFarlane%20Prize%20for%20Leadership
d91hEmuri7ueit31XcQGPQ,James Crown,14,James%20Crown
d9iafG2T9NScSaoCEyL8f3,John Deere Ibérica,1,John%20Deere%20Ib%C3%A9rica
d9yyXFUWRfJdrUiwraa5kg,Stephen Pagliuca,15,Stephen%20Pagliuca
dA2r8yeTSwaazpojm0vq5W,Robert A. Eckert,6,Robert%20A.%20Eckert
dAbYkdDW4tCbVUVDttBD7r,William Peter Coleman,1,William%20Peter%20Coleman
dBMN4uO0XVhdoT44QLPkOb,Warren Buffets,1,Warren%20Buffets
dBdOhLkUqA6emfqJS9UsDy,William_C._Stone,1,William_C._Stone
dC9QeZVmGyqaZmC43BaXus,Andrea Jung,35,Andrea%20Jung
dD3itf2w8cfdjVmVtGdvDO,Norbert Reithofer,10,Norbert%20Reithofer
dFLMz8ia904clacEe9SG1X,Iain Mackay,13,Iain%20Mackay
dGgwgMYxFzUdRMvI9IohX1,Tim Sweeney (game developer),4,Tim%20Sweeney%20%28game%20developer%29
dHIt82xux8BeNfDqBoxJM3,Howard's,4,Howard%27s
dHXYZ5gx7E5dzjDf2BlN7W,"Coleman, Peter",2,Coleman%2C%20Peter
dHxsRMYrvUJaWk5CHboZ6J,Haruhiko Kuroda,55,Haruhiko%20Kuroda
dIm5psm6VkibGU1CXU5nDq,Scott Kriens,12,Scott%20Kriens
dIvGiHItgLnccuZQ6XoQCa,"Cassaday, John",6,Cassaday%2C%20John
dJ4pB72iMvDcej8iKqhx1u,Toshifumi Suzuki,4,Toshifumi%20Suzuki
dJCh7uTU7pld90eArQ68u4,Dave Brandon,48,Dave%20Brandon
dJZH1JmtzY6ewjFbHn9SMs,Raymond Stata,2,Raymond%20Stata
dL2KSIzTy1Afy6VQP1yCtL,John Cahill,1,John%20Cahill
dLIlPD5HwYVddZycAJxRYL,Chris Kubasik,10,Chris%20Kubasik
dLWynIIhbM6ddfoFbFFcRe,Adam P. Symson,4,Adam%20P.%20Symson
dLgtPc0Mqr9dKP4irbhYkk,Carl Douglas’,1,Carl%20Douglas%E2%80%99
dNWVpX0gRcSfpPUMXUBHU7,Dame Sharon White,4,Dame%20Sharon%20White
dNjU2GGPy2Iao81gDhEVnj,Lee Y S,2,Lee%20Y%20S
dNuZWjLacQlfcptNYnYscv,Alan Dickinson,4,Alan%20Dickinson
dNuqqTlbpalce5jb5olo7y,Eberhart,1,Eberhart
