keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(parsable; startup),Parsable startup,188132,startup,general.alert3,,,Startup,Parsable startup,,dgm_vcstartup_terms,8e8913bb5d2a4d5fc70cc7a17e54278e,dgm_vcstartup_terms__8e8913bb5d2a4d5fc70cc7a17e54278e
(atscale; startup),AtScale startup,188132,startup,general.alert3,,,Startup,AtScale startup,,dgm_vcstartup_terms,fcec4873aa150b3ec593ce01ae58ff43,dgm_vcstartup_terms__fcec4873aa150b3ec593ce01ae58ff43
(acko general insurance; startup),Acko General Insurance startup,188132,startup,general.alert3,,,Startup,Acko General Insurance startup,,dgm_vcstartup_terms,ef40324a08044c6281cdb328b7b9d7ca,dgm_vcstartup_terms__ef40324a08044c6281cdb328b7b9d7ca
(wantable; startup),Wantable startup,188132,startup,general.alert3,,,Startup,Wantable startup,,dgm_vcstartup_terms,ec6a087e06828b114937aaccfb4d9e6d,dgm_vcstartup_terms__ec6a087e06828b114937aaccfb4d9e6d
(bluecore; startup),Bluecore startup,188132,startup,general.alert3,,,Startup,Bluecore startup,,dgm_vcstartup_terms,18352a408e5556a1b23dfafe90fff434,dgm_vcstartup_terms__18352a408e5556a1b23dfafe90fff434
(breather; startup),Breather startup,188132,startup,general.alert3,,,Startup,Breather startup,,dgm_vcstartup_terms,84208efd09a29a136ddadc1e156ea859,dgm_vcstartup_terms__84208efd09a29a136ddadc1e156ea859
(made; startup),MADE startup,188132,startup,general.alert3,,,Startup,MADE startup,,dgm_vcstartup_terms,5a08b72fa6e71200097e96402dac0b84,dgm_vcstartup_terms__5a08b72fa6e71200097e96402dac0b84
(andela; startup),Andela startup,188132,startup,general.alert3,,,Startup,Andela startup,,dgm_vcstartup_terms,da1deed1455f7265f16b44f7f0fd5a9a,dgm_vcstartup_terms__da1deed1455f7265f16b44f7f0fd5a9a
(hireology; startup),Hireology startup,188132,startup,general.alert3,,,Startup,Hireology startup,,dgm_vcstartup_terms,efca265fb0e0dbc76ce9f5abd3af99cb,dgm_vcstartup_terms__efca265fb0e0dbc76ce9f5abd3af99cb
(gladly; startup),Gladly startup,188132,startup,general.alert3,,,Startup,Gladly startup,,dgm_vcstartup_terms,1608ea788918f670bd90d930236dd688,dgm_vcstartup_terms__1608ea788918f670bd90d930236dd688
(palfish; startup),PalFish startup,188132,startup,general.alert3,,,Startup,PalFish startup,,dgm_vcstartup_terms,3115cf0fe40128929d0784665fb59264,dgm_vcstartup_terms__3115cf0fe40128929d0784665fb59264
(alfresco; startup),Alfresco startup,188132,startup,general.alert3,,,Startup,Alfresco startup,,dgm_vcstartup_terms,15c4491b7e4c4e5a40c78920060a4264,dgm_vcstartup_terms__15c4491b7e4c4e5a40c78920060a4264
(genea; startup),Genea startup,188132,startup,general.alert3,,,Startup,Genea startup,,dgm_vcstartup_terms,15fd2ec32cd9bd30716c76d67f6a0c2e,dgm_vcstartup_terms__15fd2ec32cd9bd30716c76d67f6a0c2e
(aerospike; startup),Aerospike startup,188132,startup,general.alert3,,,Startup,Aerospike startup,,dgm_vcstartup_terms,93cc716c54fa5307ea6135d6ffb2ca08,dgm_vcstartup_terms__93cc716c54fa5307ea6135d6ffb2ca08
(bonobos; startup),Bonobos startup,188132,startup,general.alert3,,,Startup,Bonobos startup,,dgm_vcstartup_terms,ee318d3d6b10b60cd7fb8a0899a75b76,dgm_vcstartup_terms__ee318d3d6b10b60cd7fb8a0899a75b76
(narrative science; startup),Narrative Science startup,188132,startup,general.alert3,,,Startup,Narrative Science startup,,dgm_vcstartup_terms,19046a60ec138b46924914878ddbcc49,dgm_vcstartup_terms__19046a60ec138b46924914878ddbcc49
(contessa; startup),Contessa startup,188132,startup,general.alert3,,,Startup,Contessa startup,,dgm_vcstartup_terms,db52c593c3f33a80afb7fdabbab5a7e0,dgm_vcstartup_terms__db52c593c3f33a80afb7fdabbab5a7e0
(parallel; startup),Parallel startup,188132,startup,general.alert3,,,Startup,Parallel startup,,dgm_vcstartup_terms,584b31589d686610af053e443a26dbcc,dgm_vcstartup_terms__584b31589d686610af053e443a26dbcc
(lumeon; startup),Lumeon startup,188132,startup,general.alert3,,,Startup,Lumeon startup,,dgm_vcstartup_terms,6c255de76c91c4b2a3930850d9743a8f,dgm_vcstartup_terms__6c255de76c91c4b2a3930850d9743a8f
(buyerlink; startup),BuyerLink startup,188132,startup,general.alert3,,,Startup,BuyerLink startup,,dgm_vcstartup_terms,3505af585b5f67cf077e23c687089f82,dgm_vcstartup_terms__3505af585b5f67cf077e23c687089f82
(brain corp; startup),Brain Corp startup,188132,startup,general.alert3,,,Startup,Brain Corp startup,,dgm_vcstartup_terms,7441c22a325119ab155bb7d3803dc524,dgm_vcstartup_terms__7441c22a325119ab155bb7d3803dc524
(dataeye; startup),DataEye startup,188132,startup,general.alert3,,,Startup,DataEye startup,,dgm_vcstartup_terms,7e901f2a9213538ffd892a608257556d,dgm_vcstartup_terms__7e901f2a9213538ffd892a608257556d
(ucan; startup),UCAN startup,188132,startup,general.alert3,,,Startup,UCAN startup,,dgm_vcstartup_terms,8499c475e3c9c05b8652313fe63ba510,dgm_vcstartup_terms__8499c475e3c9c05b8652313fe63ba510
(doctor on demand; startup),Doctor On Demand startup,188132,startup,general.alert3,,,Startup,Doctor On Demand startup,,dgm_vcstartup_terms,8e321c60a29faa807f39bf82a7ef087f,dgm_vcstartup_terms__8e321c60a29faa807f39bf82a7ef087f
(finally light bulb; startup),Finally Light Bulb startup,188132,startup,general.alert3,,,Startup,Finally Light Bulb startup,,dgm_vcstartup_terms,2f8eb5ae34afdb8e992319cdc8e726af,dgm_vcstartup_terms__2f8eb5ae34afdb8e992319cdc8e726af
(navigating cancer; startup),Navigating Cancer startup,188132,startup,general.alert3,,,Startup,Navigating Cancer startup,,dgm_vcstartup_terms,4761570cbdadf42aebb9a18dbc09ada9,dgm_vcstartup_terms__4761570cbdadf42aebb9a18dbc09ada9
(friendster; startup),Friendster startup,188132,startup,general.alert3,,,Startup,Friendster startup,,dgm_vcstartup_terms,e91be299d292d6577d5fd03b2b6634d9,dgm_vcstartup_terms__e91be299d292d6577d5fd03b2b6634d9
(tala; startup),Tala startup,188132,startup,general.alert3,,,Startup,Tala startup,,dgm_vcstartup_terms,bf622200ee7d6d842647430bd686bff5,dgm_vcstartup_terms__bf622200ee7d6d842647430bd686bff5
(blued; startup),Blued startup,188132,startup,general.alert3,,,Startup,Blued startup,,dgm_vcstartup_terms,ece40834b6d74cd2511063faf26681dc,dgm_vcstartup_terms__ece40834b6d74cd2511063faf26681dc
(upgrade; startup),Upgrade startup,188132,startup,general.alert3,,,Startup,Upgrade startup,,dgm_vcstartup_terms,9bf3da0718bedf7aa1cd684117cf9c7b,dgm_vcstartup_terms__9bf3da0718bedf7aa1cd684117cf9c7b
(ivi; startup),ivi startup,188132,startup,general.alert3,,,Startup,ivi startup,,dgm_vcstartup_terms,87bcb67d924a0873e9df648b5c37db14,dgm_vcstartup_terms__87bcb67d924a0873e9df648b5c37db14
(cardiac insight; startup),Cardiac Insight startup,188132,startup,general.alert3,,,Startup,Cardiac Insight startup,,dgm_vcstartup_terms,480db759818454162c7fee17b020194e,dgm_vcstartup_terms__480db759818454162c7fee17b020194e
(thousandeyes; startup),ThousandEyes startup,188132,startup,general.alert3,,,Startup,ThousandEyes startup,,dgm_vcstartup_terms,4d6dccd22054414982329f92ed5a4df6,dgm_vcstartup_terms__4d6dccd22054414982329f92ed5a4df6
(scenessound; startup),ScenesSound startup,188132,startup,general.alert3,,,Startup,ScenesSound startup,,dgm_vcstartup_terms,11a76613e6622d2955edef9848b4d8e1,dgm_vcstartup_terms__11a76613e6622d2955edef9848b4d8e1
(convene; startup),Convene startup,188132,startup,general.alert3,,,Startup,Convene startup,,dgm_vcstartup_terms,3bcea5a433882ac2c7b5c2e7bedc2182,dgm_vcstartup_terms__3bcea5a433882ac2c7b5c2e7bedc2182
(wanyoo; startup),Wanyoo startup,188132,startup,general.alert3,,,Startup,Wanyoo startup,,dgm_vcstartup_terms,b26fc27275677dfc68164566614299ae,dgm_vcstartup_terms__b26fc27275677dfc68164566614299ae
(attributor; startup),Attributor startup,188132,startup,general.alert3,,,Startup,Attributor startup,,dgm_vcstartup_terms,4f7a45f6573d32d962c1cb3e6700fb99,dgm_vcstartup_terms__4f7a45f6573d32d962c1cb3e6700fb99
(green canopy; startup),Green Canopy startup,188132,startup,general.alert3,,,Startup,Green Canopy startup,,dgm_vcstartup_terms,5efb7c0a3e925f6adbb17afe1e4d9fa6,dgm_vcstartup_terms__5efb7c0a3e925f6adbb17afe1e4d9fa6
(policygenius; startup),Policygenius startup,188132,startup,general.alert3,,,Startup,Policygenius startup,,dgm_vcstartup_terms,4a3ff0bef66ce203b5b4d11809aa8137,dgm_vcstartup_terms__4a3ff0bef66ce203b5b4d11809aa8137
(zeroweb; startup),ZeroWeb startup,188132,startup,general.alert3,,,Startup,ZeroWeb startup,,dgm_vcstartup_terms,7937748f09b2b6c975655a9fa98d56e1,dgm_vcstartup_terms__7937748f09b2b6c975655a9fa98d56e1
(smartdrive; startup),SmartDrive startup,188132,startup,general.alert3,,,Startup,SmartDrive startup,,dgm_vcstartup_terms,5282a610c3df83a6f40f6441f13f9cf4,dgm_vcstartup_terms__5282a610c3df83a6f40f6441f13f9cf4
(away; startup),Away startup,188132,startup,general.alert3,,,Startup,Away startup,,dgm_vcstartup_terms,f17c1b34dc861d2e4dcdf605914ebcfe,dgm_vcstartup_terms__f17c1b34dc861d2e4dcdf605914ebcfe
(traveltriangle; startup),TravelTriangle startup,188132,startup,general.alert3,,,Startup,TravelTriangle startup,,dgm_vcstartup_terms,3e45aac7043812cdec0038aa6bf82dda,dgm_vcstartup_terms__3e45aac7043812cdec0038aa6bf82dda
(lifebond; startup),LifeBond startup,188132,startup,general.alert3,,,Startup,LifeBond startup,,dgm_vcstartup_terms,67001275505e7b301940c49b08fc9877,dgm_vcstartup_terms__67001275505e7b301940c49b08fc9877
(cheddar; startup),Cheddar startup,188132,startup,general.alert3,,,Startup,Cheddar startup,,dgm_vcstartup_terms,6080e2fc3ada44fa0b7f305c64069199,dgm_vcstartup_terms__6080e2fc3ada44fa0b7f305c64069199
(flow water; startup),Flow Water startup,188132,startup,general.alert3,,,Startup,Flow Water startup,,dgm_vcstartup_terms,fb5e7b0e42ee04b0d9dea511ef1883d3,dgm_vcstartup_terms__fb5e7b0e42ee04b0d9dea511ef1883d3
(panshi; startup),Panshi startup,188132,startup,general.alert3,,,Startup,Panshi startup,,dgm_vcstartup_terms,2950a8284a7af4b1d04ddd644ade8c52,dgm_vcstartup_terms__2950a8284a7af4b1d04ddd644ade8c52
(happy money; startup),Happy Money startup,188132,startup,general.alert3,,,Startup,Happy Money startup,,dgm_vcstartup_terms,7ef94522c6b5271e0e4c927f34df4630,dgm_vcstartup_terms__7ef94522c6b5271e0e4c927f34df4630
(near; startup),Near startup,188132,startup,general.alert3,,,Startup,Near startup,,dgm_vcstartup_terms,a1044aeba522bb8785b3292e5a982c7f,dgm_vcstartup_terms__a1044aeba522bb8785b3292e5a982c7f
(caffeine; startup),Caffeine startup,188132,startup,general.alert3,,,Startup,Caffeine startup,,dgm_vcstartup_terms,fe15991be4bc967d5ce54c57c218b5f4,dgm_vcstartup_terms__fe15991be4bc967d5ce54c57c218b5f4
(talenthouse; startup),Talenthouse startup,188132,startup,general.alert3,,,Startup,Talenthouse startup,,dgm_vcstartup_terms,3ca46ee82dcf4aff98ff6fa1ea4d869b,dgm_vcstartup_terms__3ca46ee82dcf4aff98ff6fa1ea4d869b
(pagoo; startup),Pagoo startup,188132,startup,general.alert3,,,Startup,Pagoo startup,,dgm_vcstartup_terms,438f16b0c775ca6bfe4f1f60af6a1f5b,dgm_vcstartup_terms__438f16b0c775ca6bfe4f1f60af6a1f5b
(advanced data exchange; startup),Advanced Data Exchange startup,188132,startup,general.alert3,,,Startup,Advanced Data Exchange startup,,dgm_vcstartup_terms,4988309569252a9878b913b802a48a5c,dgm_vcstartup_terms__4988309569252a9878b913b802a48a5c
(total immersion; startup),Total Immersion startup,188132,startup,general.alert3,,,Startup,Total Immersion startup,,dgm_vcstartup_terms,31882ddaa703c160f809f4397d5e9809,dgm_vcstartup_terms__31882ddaa703c160f809f4397d5e9809
(talentsoft; startup),Talentsoft startup,188132,startup,general.alert3,,,Startup,Talentsoft startup,,dgm_vcstartup_terms,8d88844b856f1831839a47db1eed1732,dgm_vcstartup_terms__8d88844b856f1831839a47db1eed1732
(osell; startup),OSell startup,188132,startup,general.alert3,,,Startup,OSell startup,,dgm_vcstartup_terms,05e668b610637cc75ca6d3b5d900f02c,dgm_vcstartup_terms__05e668b610637cc75ca6d3b5d900f02c
(opengov; startup),OpenGov startup,188132,startup,general.alert3,,,Startup,OpenGov startup,,dgm_vcstartup_terms,0c5c602d54e54737be6eeb5da68e7336,dgm_vcstartup_terms__0c5c602d54e54737be6eeb5da68e7336
(greenpocket; startup),GreenPocket startup,188132,startup,general.alert3,,,Startup,GreenPocket startup,,dgm_vcstartup_terms,3a6674b602a50b6087f3176ed947d33e,dgm_vcstartup_terms__3a6674b602a50b6087f3176ed947d33e
(facton; startup),FACTON startup,188132,startup,general.alert3,,,Startup,FACTON startup,,dgm_vcstartup_terms,34862a3630192f10cbcc9157d34a39f7,dgm_vcstartup_terms__34862a3630192f10cbcc9157d34a39f7
(realnames; startup),RealNames startup,188132,startup,general.alert3,,,Startup,RealNames startup,,dgm_vcstartup_terms,fe8042e42287c4d03b929c3d62791031,dgm_vcstartup_terms__fe8042e42287c4d03b929c3d62791031
(chinaedu; startup),Chinaedu startup,188132,startup,general.alert3,,,Startup,Chinaedu startup,,dgm_vcstartup_terms,3194f9550d2d54dbfcecbc040ac6c18d,dgm_vcstartup_terms__3194f9550d2d54dbfcecbc040ac6c18d
(smart pension; startup),Smart Pension startup,188132,startup,general.alert3,,,Startup,Smart Pension startup,,dgm_vcstartup_terms,1d1d80d6d0e26d10367dd5b7ecf478da,dgm_vcstartup_terms__1d1d80d6d0e26d10367dd5b7ecf478da
(bookingkit; startup),bookingkit startup,188132,startup,general.alert3,,,Startup,bookingkit startup,,dgm_vcstartup_terms,30b11080d5fc43163b147ecb5b0ae38b,dgm_vcstartup_terms__30b11080d5fc43163b147ecb5b0ae38b
(peel; startup),Peel startup,188132,startup,general.alert3,,,Startup,Peel startup,,dgm_vcstartup_terms,3df85823b10ca0dd4310686ad315baa6,dgm_vcstartup_terms__3df85823b10ca0dd4310686ad315baa6
(moka5; startup),moka5 startup,188132,startup,general.alert3,,,Startup,moka5 startup,,dgm_vcstartup_terms,5a71bbcfd20ed765de9a9c1404089010,dgm_vcstartup_terms__5a71bbcfd20ed765de9a9c1404089010
(azimuth systems; startup),Azimuth Systems startup,188132,startup,general.alert3,,,Startup,Azimuth Systems startup,,dgm_vcstartup_terms,21684bc33262e7c1a4e9da6d6331f921,dgm_vcstartup_terms__21684bc33262e7c1a4e9da6d6331f921
(glympse; startup),Glympse startup,188132,startup,general.alert3,,,Startup,Glympse startup,,dgm_vcstartup_terms,6f1bdf219d915c8a14774079f3fd34c2,dgm_vcstartup_terms__6f1bdf219d915c8a14774079f3fd34c2
(applied stemcell; startup),Applied StemCell startup,188132,startup,general.alert3,,,Startup,Applied StemCell startup,,dgm_vcstartup_terms,39b04926b9b8b9cbd628c54eab715e35,dgm_vcstartup_terms__39b04926b9b8b9cbd628c54eab715e35
(martini media; startup),Martini Media startup,188132,startup,general.alert3,,,Startup,Martini Media startup,,dgm_vcstartup_terms,407ab2861ba5db2fa59064e4787e8834,dgm_vcstartup_terms__407ab2861ba5db2fa59064e4787e8834
(ubiquity retirement + savings; startup),Ubiquity Retirement + Savings startup,188132,startup,general.alert3,,,Startup,Ubiquity Retirement + Savings startup,,dgm_vcstartup_terms,f9294725c7d7f059f9f8d673f0e527b9,dgm_vcstartup_terms__f9294725c7d7f059f9f8d673f0e527b9
(jajah; startup),Jajah startup,188132,startup,general.alert3,,,Startup,Jajah startup,,dgm_vcstartup_terms,d3d87c6ccefd17b4fff7e54687bc3cf8,dgm_vcstartup_terms__d3d87c6ccefd17b4fff7e54687bc3cf8
(open silicon; startup),Open Silicon startup,188132,startup,general.alert3,,,Startup,Open Silicon startup,,dgm_vcstartup_terms,5ceed2e258c2da5b85937cb32f5fd54c,dgm_vcstartup_terms__5ceed2e258c2da5b85937cb32f5fd54c
(anomali; startup),Anomali startup,188132,startup,general.alert3,,,Startup,Anomali startup,,dgm_vcstartup_terms,49e3ec7ba2a63e121078285e41d3238f,dgm_vcstartup_terms__49e3ec7ba2a63e121078285e41d3238f
(groundwork; startup),GroundWork startup,188132,startup,general.alert3,,,Startup,GroundWork startup,,dgm_vcstartup_terms,58e569bb7eab9cbb1e966a2cda88e2aa,dgm_vcstartup_terms__58e569bb7eab9cbb1e966a2cda88e2aa
(vetsource; startup),VetSource startup,188132,startup,general.alert3,,,Startup,VetSource startup,,dgm_vcstartup_terms,204061d241d34141e4fba9e52872a040,dgm_vcstartup_terms__204061d241d34141e4fba9e52872a040
(trustarc; startup),TrustArc startup,188132,startup,general.alert3,,,Startup,TrustArc startup,,dgm_vcstartup_terms,60e8ae62cb3260479985ee8b53bfdca2,dgm_vcstartup_terms__60e8ae62cb3260479985ee8b53bfdca2
(micro interventional devices; startup),Micro Interventional Devices startup,188132,startup,general.alert3,,,Startup,Micro Interventional Devices startup,,dgm_vcstartup_terms,516790adf8a73a0803df417c48046003,dgm_vcstartup_terms__516790adf8a73a0803df417c48046003
(builddirect; startup),BuildDirect startup,188132,startup,general.alert3,,,Startup,BuildDirect startup,,dgm_vcstartup_terms,4c3df55da12ffa2a60665a0b8a0e57a5,dgm_vcstartup_terms__4c3df55da12ffa2a60665a0b8a0e57a5
(hired; startup),Hired startup,188132,startup,general.alert3,,,Startup,Hired startup,,dgm_vcstartup_terms,b5cae2965da12b2d37eb17c018509d07,dgm_vcstartup_terms__b5cae2965da12b2d37eb17c018509d07
(yopa; startup),YOPA startup,188132,startup,general.alert3,,,Startup,YOPA startup,,dgm_vcstartup_terms,105606bc28020c3892de3af1336212b3,dgm_vcstartup_terms__105606bc28020c3892de3af1336212b3
(sorbent therapeutics; startup),Sorbent Therapeutics startup,188132,startup,general.alert3,,,Startup,Sorbent Therapeutics startup,,dgm_vcstartup_terms,ee2eaa9d2f7ab39c8a85fe214ca9e640,dgm_vcstartup_terms__ee2eaa9d2f7ab39c8a85fe214ca9e640
(minutekey; startup),MinuteKey startup,188132,startup,general.alert3,,,Startup,MinuteKey startup,,dgm_vcstartup_terms,6c592dc750ae70fdd38124638e287314,dgm_vcstartup_terms__6c592dc750ae70fdd38124638e287314
(perfect market; startup),Perfect Market startup,188132,startup,general.alert3,,,Startup,Perfect Market startup,,dgm_vcstartup_terms,55782198305a3405c29434a5049b3c94,dgm_vcstartup_terms__55782198305a3405c29434a5049b3c94
(everest broadband networks; startup),Everest Broadband Networks startup,188132,startup,general.alert3,,,Startup,Everest Broadband Networks startup,,dgm_vcstartup_terms,68a8aadd08bb695baf392cf854c025fd,dgm_vcstartup_terms__68a8aadd08bb695baf392cf854c025fd
(mythings; startup),myThings startup,188132,startup,general.alert3,,,Startup,myThings startup,,dgm_vcstartup_terms,d3f65d0298bde3eef0a04cbf1bd30cb8,dgm_vcstartup_terms__d3f65d0298bde3eef0a04cbf1bd30cb8
(vettro; startup),Vettro startup,188132,startup,general.alert3,,,Startup,Vettro startup,,dgm_vcstartup_terms,e1b81695f798a4cedeeeb84ddfb5e309,dgm_vcstartup_terms__e1b81695f798a4cedeeeb84ddfb5e309
(kxen; startup),KXEN startup,188132,startup,general.alert3,,,Startup,KXEN startup,,dgm_vcstartup_terms,07472455fc7827500e0bc30dd27c35a3,dgm_vcstartup_terms__07472455fc7827500e0bc30dd27c35a3
(brightedge; startup),BrightEdge startup,188132,startup,general.alert3,,,Startup,BrightEdge startup,,dgm_vcstartup_terms,032cff42a97b88edc62438f0952d6060,dgm_vcstartup_terms__032cff42a97b88edc62438f0952d6060
(semyou; startup),SEMYOU startup,188132,startup,general.alert3,,,Startup,SEMYOU startup,,dgm_vcstartup_terms,b1401fe6ff643ee43ac4f3d796eb67b0,dgm_vcstartup_terms__b1401fe6ff643ee43ac4f3d796eb67b0
(youdo.com; startup),YouDo.com startup,188132,startup,general.alert3,,,Startup,YouDo.com startup,,dgm_vcstartup_terms,2af58227a4222d0d9b71f338bb8b94d2,dgm_vcstartup_terms__2af58227a4222d0d9b71f338bb8b94d2
(meebo; startup),Meebo startup,188132,startup,general.alert3,,,Startup,Meebo startup,,dgm_vcstartup_terms,95643d8678375645a17e380ba59e1860,dgm_vcstartup_terms__95643d8678375645a17e380ba59e1860
(soundbite communications; startup),SoundBite Communications startup,188132,startup,general.alert3,,,Startup,SoundBite Communications startup,,dgm_vcstartup_terms,f03c46d282e0cf69e18a304a598ea1e5,dgm_vcstartup_terms__f03c46d282e0cf69e18a304a598ea1e5
(tubi; startup),Tubi startup,188132,startup,general.alert3,,,Startup,Tubi startup,,dgm_vcstartup_terms,c5c3a7ba735944e1551a248c8992f508,dgm_vcstartup_terms__c5c3a7ba735944e1551a248c8992f508
(mantis vision; startup),Mantis Vision startup,188132,startup,general.alert3,,,Startup,Mantis Vision startup,,dgm_vcstartup_terms,c214a7e5ba9a876eac860983aee9285e,dgm_vcstartup_terms__c214a7e5ba9a876eac860983aee9285e
(apieron; startup),Apieron startup,188132,startup,general.alert3,,,Startup,Apieron startup,,dgm_vcstartup_terms,a3494eabfd607884fca48ec4a61a7f13,dgm_vcstartup_terms__a3494eabfd607884fca48ec4a61a7f13
(liquid machines; startup),Liquid Machines startup,188132,startup,general.alert3,,,Startup,Liquid Machines startup,,dgm_vcstartup_terms,a6e531e16c6bbb2d7cb8f68290a20762,dgm_vcstartup_terms__a6e531e16c6bbb2d7cb8f68290a20762
(meitu; startup),Meitu startup,188132,startup,general.alert3,,,Startup,Meitu startup,,dgm_vcstartup_terms,d822547ec3fd9de3951b6aeb389c96e6,dgm_vcstartup_terms__d822547ec3fd9de3951b6aeb389c96e6
