keyword,caption_name,priority,topic_id,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(ordinance; meeting),Ordinance meeting,3,188120,general.alert5,DiplomaticFacilities,Ordinance meeting,,burbio_events,cbf0d3399318076d527ea27fd4ed130b,burbio_events__cbf0d3399318076d527ea27fd4ed130b
(ordinance; committee),Ordinance committee meeting,2,188120,general.alert5,LegislativeCommittee,Ordinance committee meeting,,burbio_events,20f2df2205f2cf3cdb956312cabad696,burbio_events__20f2df2205f2cf3cdb956312cabad696
(ordinance; commission),Ordinance commission meeting,2,188120,general.alert5,Refinery,Ordinance commission meeting,,burbio_events,67aec767529bee7109040760b64513a3,burbio_events__67aec767529bee7109040760b64513a3
(ordinance; authority),Ordinance authority meeting,2,188120,general.alert5,ForeignMinistry,Ordinance authority meeting,,burbio_events,64511b5b365eb730acee49344427cae9,burbio_events__64511b5b365eb730acee49344427cae9
(ordinance; forum),Ordinance forum,2,188120,general.alert5,Keyphrase,Ordinance forum,,burbio_events,2a6566e7bfceb25a1e4ee258e002c296,burbio_events__2a6566e7bfceb25a1e4ee258e002c296
(conservation; board),Conservation board meeting,2,188120,general.alert5,Diplomat,Conservation board meeting,,burbio_events,dd3767b5163893d4ce980807e3dbe906,burbio_events__dd3767b5163893d4ce980807e3dbe906
(conservation; meeting),Conservation meeting,3,188120,general.alert5,ForeignMinister,Conservation meeting,,burbio_events,c689e52c0390aca7633c7d3fc748f43a,burbio_events__c689e52c0390aca7633c7d3fc748f43a
(conservation; committee),Conservation committee meeting,2,188120,general.alert5,Person,Conservation committee meeting,,burbio_events,38a3b1c0406f4f5ee02b58996618e20d,burbio_events__38a3b1c0406f4f5ee02b58996618e20d
(conservation; commission),Conservation commission meeting,2,188120,general.alert5,ForeignMinister,Conservation commission meeting,,burbio_events,1c45f57f467dcbd4da8ae99c4620eca4,burbio_events__1c45f57f467dcbd4da8ae99c4620eca4
(conservation; authority),Conservation authority meeting,2,188120,general.alert5,Wells,Conservation authority meeting,,burbio_events,f4d8d8644ccba9af109f8d7e1b1576fc,burbio_events__f4d8d8644ccba9af109f8d7e1b1576fc
(conservation; forum),Conservation forum,2,188120,general.alert5,Consulates,Conservation forum,,burbio_events,81617587e2d838d17aa09d8c1acf044a,burbio_events__81617587e2d838d17aa09d8c1acf044a
(sustainability; board),Sustainability board meeting,2,188120,general.alert5,space,Sustainability board meeting,,burbio_events,450856177c08663a37795da4ecdf9971,burbio_events__450856177c08663a37795da4ecdf9971
(sustainability; meeting),Sustainability meeting,3,188120,general.alert5,Organization,Sustainability meeting,,burbio_events,d9b36a28bdfd6cb49b40e290ccd6baea,burbio_events__d9b36a28bdfd6cb49b40e290ccd6baea
(sustainability; committee),Sustainability committee meeting,2,188120,general.alert5,FTO,Sustainability committee meeting,,burbio_events,0fa24b08ec1b951a0736162b3bb6f853,burbio_events__0fa24b08ec1b951a0736162b3bb6f853
(sustainability; commission),Sustainability commission meeting,2,188120,general.alert5,IndustryTerm,Sustainability commission meeting,,burbio_events,09831cbbf516ae46dea5216543e6ae86,burbio_events__09831cbbf516ae46dea5216543e6ae86
(sustainability; authority),Sustainability authority meeting,2,188120,general.alert5,Diplomat,Sustainability authority meeting,,burbio_events,64b8f761c2d6490f734023770b4874c9,burbio_events__64b8f761c2d6490f734023770b4874c9
(sustainability; forum),Sustainability forum,2,188120,general.alert5,Keyphrase,Sustainability forum,,burbio_events,cea4e934a9812e0c66edb17019678ce1,burbio_events__cea4e934a9812e0c66edb17019678ce1
(plan; board),Plan board meeting,2,188120,general.alert5,Person,Plan board meeting,,burbio_events,298bd079948bbda678a4bee344a68780,burbio_events__298bd079948bbda678a4bee344a68780
(plan; meeting),Plan meeting,3,188120,general.alert5,ForeignMinistry,Plan meeting,,burbio_events,1216bdee4afd03f1c726937fe337394e,burbio_events__1216bdee4afd03f1c726937fe337394e
(plan; committee),Plan committee meeting,2,188120,general.alert5,AAEntity,Plan committee meeting,,burbio_events,3ca4728a5d36f5b101b60e08ff029823,burbio_events__3ca4728a5d36f5b101b60e08ff029823
(plan; commission),Plan commission meeting,2,188120,general.alert5,Exec,Plan commission meeting,,burbio_events,e68f7aa8654de8055bfcd1ef14d7d036,burbio_events__e68f7aa8654de8055bfcd1ef14d7d036
(plan; authority),Plan authority meeting,2,188120,general.alert5,ForeignMinister,Plan authority meeting,,burbio_events,5ef3315a3d82510c5435a4afc2ef212c,burbio_events__5ef3315a3d82510c5435a4afc2ef212c
(plan; forum),Plan forum,2,188120,general.alert5,FTO,Plan forum,,burbio_events,85761ee603701a6fd3b1f8a2b23d2531,burbio_events__85761ee603701a6fd3b1f8a2b23d2531
(lmark; board),Landmark board meeting,2,188120,general.alert5,ForeignMinister,Landmark board meeting,,burbio_events,6a1c4579f477ca1c040a11813e56da4a,burbio_events__6a1c4579f477ca1c040a11813e56da4a
(lmark; meeting),Landmark meeting,3,188120,general.alert5,space,Landmark meeting,,burbio_events,07188b310117d23e41486cf15991201c,burbio_events__07188b310117d23e41486cf15991201c
(lmark; committee),Landmark committee meeting,2,188120,general.alert5,LegislativeCommittee,Landmark committee meeting,,burbio_events,fa5baa39fb0ca0cc59748f158cd268a3,burbio_events__fa5baa39fb0ca0cc59748f158cd268a3
(lmark; commission),Landmark commission meeting,2,188120,general.alert5,LegislativeCommittee,Landmark commission meeting,,burbio_events,7ca98aacf4abdd5874b5a36aa04ff98c,burbio_events__7ca98aacf4abdd5874b5a36aa04ff98c
(lmark; authority),Landmark authority meeting,2,188120,general.alert5,Refinery,Landmark authority meeting,,burbio_events,dea5a7393c912d1f35f0330d6e2905a6,burbio_events__dea5a7393c912d1f35f0330d6e2905a6
(lmark; forum),Landmark forum,2,188120,general.alert5,IndustryTerm,Landmark forum,,burbio_events,60543864416be6b4cff40ddcd41ba1eb,burbio_events__60543864416be6b4cff40ddcd41ba1eb
(tree; board),Tree board meeting,2,188120,general.alert5,AAEntity,Tree board meeting,,burbio_events,4dcaa5e13077be7a5a44ac02f32e0b28,burbio_events__4dcaa5e13077be7a5a44ac02f32e0b28
(tree; meeting),Tree meeting,3,188120,general.alert5,ForeignMinistry,Tree meeting,,burbio_events,315dd155b4289be32f40d9395edc0b2e,burbio_events__315dd155b4289be32f40d9395edc0b2e
(tree; committee),Tree committee meeting,2,188120,general.alert5,FTO,Tree committee meeting,,burbio_events,a341e0c05d6a63403255593adbc451ea,burbio_events__a341e0c05d6a63403255593adbc451ea
(tree; commission),Tree commission meeting,2,188120,general.alert5,News,Tree commission meeting,,burbio_events,42e2307e3e550041d87f075bbbb5da1b,burbio_events__42e2307e3e550041d87f075bbbb5da1b
(tree; authority),Tree authority meeting,2,188120,general.alert5,Refinery,Tree authority meeting,,burbio_events,97df48c04e22e14d06c7013be384e4bc,burbio_events__97df48c04e22e14d06c7013be384e4bc
(tree; forum),Tree forum,2,188120,general.alert5,Diplomat,Tree forum,,burbio_events,874079130619b54db55b085daa3f220c,burbio_events__874079130619b54db55b085daa3f220c
(cemetery; board),Cemetery board meeting,2,188120,general.alert5,News,Cemetery board meeting,,burbio_events,d1f5ff6c8c2b4935d6ae02150a80045e,burbio_events__d1f5ff6c8c2b4935d6ae02150a80045e
(cemetery; meeting),Cemetery meeting,3,188120,general.alert5,Person,Cemetery meeting,,burbio_events,048d593597bcfb64219c07fce7fc0acb,burbio_events__048d593597bcfb64219c07fce7fc0acb
(cemetery; committee),Cemetery committee meeting,2,188120,general.alert5,DiplomaticFacilities,Cemetery committee meeting,,burbio_events,ddf2e07fe4debaaaec8362fac2994051,burbio_events__ddf2e07fe4debaaaec8362fac2994051
(cemetery; commission),Cemetery commission meeting,2,188120,general.alert5,Organization,Cemetery commission meeting,,burbio_events,fb2e21eb724f186d16bc90c1e12a8b99,burbio_events__fb2e21eb724f186d16bc90c1e12a8b99
(cemetery; authority),Cemetery authority meeting,2,188120,general.alert5,Pipeline,Cemetery authority meeting,,burbio_events,77dd933613decff8b010ce0fa482604b,burbio_events__77dd933613decff8b010ce0fa482604b
(cemetery; forum),Cemetery forum,2,188120,general.alert5,Person,Cemetery forum,,burbio_events,9bee9b3bccd2f875ec8d53c2e8b56482,burbio_events__9bee9b3bccd2f875ec8d53c2e8b56482
(accessibility; board),Accessibility board meeting,2,188120,general.alert5,space,Accessibility board meeting,,burbio_events,251c0974f7cc9fe9efebe62d64d834f8,burbio_events__251c0974f7cc9fe9efebe62d64d834f8
(accessibility; meeting),Accessibility meeting,3,188120,general.alert5,LegislativeCommittee,Accessibility meeting,,burbio_events,9306d38afa8ad957f924a39acba219b1,burbio_events__9306d38afa8ad957f924a39acba219b1
(accessibility; committee),Accessibility committee meeting,2,188120,general.alert5,DiplomaticFacilities,Accessibility committee meeting,,burbio_events,b73d2191f506f792c415d0b61025c5e9,burbio_events__b73d2191f506f792c415d0b61025c5e9
(accessibility; commission),Accessibility commission meeting,2,188120,general.alert5,Legislator,Accessibility commission meeting,,burbio_events,50b0c90ff480d026abdcabb7188dc899,burbio_events__50b0c90ff480d026abdcabb7188dc899
(accessibility; authority),Accessibility authority meeting,2,188120,general.alert5,News,Accessibility authority meeting,,burbio_events,22916d70d8562ffc95b071106c372b31,burbio_events__22916d70d8562ffc95b071106c372b31
(accessibility; forum),Accessibility forum,2,188120,general.alert5,CompanyKeyword,Accessibility forum,,burbio_events,6b8fc384d5383c9cd0d84327f1b3d69b,burbio_events__6b8fc384d5383c9cd0d84327f1b3d69b
(sanitary; board),Sanitary board meeting,2,188120,general.alert5,News,Sanitary board meeting,,burbio_events,159a3cc7d1894227e8370734da5ac74a,burbio_events__159a3cc7d1894227e8370734da5ac74a
(sanitary; committee),Sanitary committee meeting,2,188120,general.alert5,Media,Sanitary committee meeting,,burbio_events,eecae441c6b8f8457fc2b707718dbfca,burbio_events__eecae441c6b8f8457fc2b707718dbfca
(sanitary; commission),Sanitary commission meeting,2,188120,general.alert5,Legislator,Sanitary commission meeting,,burbio_events,53614fa0fea610366d90dbd072a58317,burbio_events__53614fa0fea610366d90dbd072a58317
(sanitary; authority),Sanitary authority meeting,2,188120,general.alert5,ForeignMinistry,Sanitary authority meeting,,burbio_events,b7fe2264f0ee667fcbdab8c7acd847d9,burbio_events__b7fe2264f0ee667fcbdab8c7acd847d9
(water; board),Water board meeting,2,188120,general.alert5,News,Water board meeting,,burbio_events,7cc20e14190bf3152b93022c3d102ff1,burbio_events__7cc20e14190bf3152b93022c3d102ff1
(water; committee),Water committee meeting,2,188120,general.alert5,Keyphrase,Water committee meeting,,burbio_events,ab6206b570e430ecfe8282e44cbaf696,burbio_events__ab6206b570e430ecfe8282e44cbaf696
(water; commission),Water commission meeting,2,188120,general.alert5,space,Water commission meeting,,burbio_events,8c271783e8ab039c68850ec21cab675a,burbio_events__8c271783e8ab039c68850ec21cab675a
(water; authority),Water authority meeting,2,188120,general.alert5,Refinery,Water authority meeting,,burbio_events,b9aeed4f0d1ade82ac0706a03a77b10b,burbio_events__b9aeed4f0d1ade82ac0706a03a77b10b
(utilities; board),Utilities board meeting,2,188120,general.alert5,Refinery,Utilities board meeting,,burbio_events,01d0fcb905d4d32e568a5f7509a2801e,burbio_events__01d0fcb905d4d32e568a5f7509a2801e
(utilities; meeting),Utilities meeting,3,188120,general.alert5,Diplomat,Utilities meeting,,burbio_events,e21851f56e97bd3809cdebca552105b0,burbio_events__e21851f56e97bd3809cdebca552105b0
(utilities; committee),Utilities committee meeting,2,188120,general.alert5,space,Utilities committee meeting,,burbio_events,bc06f67955439d91394b1da8d417bdb8,burbio_events__bc06f67955439d91394b1da8d417bdb8
(utilities; commission),Utilities commission meeting,2,188120,general.alert5,space,Utilities commission meeting,,burbio_events,5abcefe225a2a273d6aea73bbfd31ccc,burbio_events__5abcefe225a2a273d6aea73bbfd31ccc
(utilities; authority),Utilities authority meeting,2,188120,general.alert5,LegislativeCommittee,Utilities authority meeting,,burbio_events,5322a467e4a370c66d508aa587e4202a,burbio_events__5322a467e4a370c66d508aa587e4202a
(utilities; forum),Utilities forum,2,188120,general.alert5,FTO,Utilities forum,,burbio_events,c6aa95a2ae4d37f275519d7b79a11dcf,burbio_events__c6aa95a2ae4d37f275519d7b79a11dcf
(oil; board),Oil board meeting,2,188120,general.alert5,Keyphrase,Oil board meeting,,burbio_events,1a80921f4f985656eca46a17a22b94c7,burbio_events__1a80921f4f985656eca46a17a22b94c7
(oil; meeting),Oil meeting,3,188120,general.alert5,Diplomat,Oil meeting,,burbio_events,009fd48c4e3001017863fd30aed8ef59,burbio_events__009fd48c4e3001017863fd30aed8ef59
(oil; committee),Oil committee meeting,2,188120,general.alert5,ForeignMinister,Oil committee meeting,,burbio_events,95873225d79d639033aac65a501f1e3d,burbio_events__95873225d79d639033aac65a501f1e3d
(oil; commission),Oil commission meeting,2,188120,general.alert5,Exec,Oil commission meeting,,burbio_events,c533e7e2e0cf09fe1994b72ccbc6ae52,burbio_events__c533e7e2e0cf09fe1994b72ccbc6ae52
(oil; authority),Oil authority meeting,2,188120,general.alert5,Wells,Oil authority meeting,,burbio_events,ec58ea47081233e81352b6dde4b958c2,burbio_events__ec58ea47081233e81352b6dde4b958c2
(oil; forum),Oil forum,2,188120,general.alert5,Organization,Oil forum,,burbio_events,8f9ef8f38d35f6df8f5f9dbfcf473e67,burbio_events__8f9ef8f38d35f6df8f5f9dbfcf473e67
(gas; board),Gas board meeting,2,188120,general.alert5,Keyphrase,Gas board meeting,,burbio_events,74aae87a812a7eef7289420f569a81f1,burbio_events__74aae87a812a7eef7289420f569a81f1
(gas; meeting),Gas meeting,3,188120,general.alert5,Organization,Gas meeting,,burbio_events,c5f2bc644125ebebe33c4bf86b321bde,burbio_events__c5f2bc644125ebebe33c4bf86b321bde
(gas; committee),Gas committee meeting,2,188120,general.alert5,CompanyKeyword,Gas committee meeting,,burbio_events,055931be211f7d427d4fb539a7b6dc37,burbio_events__055931be211f7d427d4fb539a7b6dc37
(gas; commission),Gas commission meeting,2,188120,general.alert5,CompanyKeyword,Gas commission meeting,,burbio_events,36cef9a3de6f0cdb9aaec6b01cb46d54,burbio_events__36cef9a3de6f0cdb9aaec6b01cb46d54
(gas; authority),Gas authority meeting,2,188120,general.alert5,Refinery,Gas authority meeting,,burbio_events,fc5c6ec6cfbdc61fbc8672dce4cc223e,burbio_events__fc5c6ec6cfbdc61fbc8672dce4cc223e
(gas; forum),Gas forum,2,188120,general.alert5,CompanyKeyword,Gas forum,,burbio_events,b3efb107460eb7740d52da1f5d9ddc9f,burbio_events__b3efb107460eb7740d52da1f5d9ddc9f
(senator),Event featuring US Senator,2,188120,general.alert5,ForeignMinister,Event featuring US Senator,,burbio_events,e3c0bf9bbfc845deb8dce555bcdc2543,burbio_events__e3c0bf9bbfc845deb8dce555bcdc2543
(congressman),Event featuring US Representative,2,188120,general.alert5,Keyphrase,Event featuring US Representative,,burbio_events,2db583500778412dca30283b3e83db3a,burbio_events__2db583500778412dca30283b3e83db3a
(congresswoman),Event featuring US Representative,2,188120,general.alert5,Keyphrase,Event featuring US Representative,,burbio_events,2db583500778412dca30283b3e83db3a,burbio_events__2db583500778412dca30283b3e83db3a
(budgetary; board),Budgetary board meeting,2,188120,general.alert5,space,Budgetary board meeting,,burbio_events,2f4f00ba05343ea45bc72a1a7c6d0f93,burbio_events__2f4f00ba05343ea45bc72a1a7c6d0f93
(budgetary; meeting),Budgetary meeting,2,188120,general.alert5,Media,Budgetary meeting,,burbio_events,c5c2f196601a822615da23a6c2d235ef,burbio_events__c5c2f196601a822615da23a6c2d235ef
(budgetary; committee),Budgetary committee meeting,2,188120,general.alert5,Wells,Budgetary committee meeting,,burbio_events,678b4ea0d0689359cf56d3f388156661,burbio_events__678b4ea0d0689359cf56d3f388156661
(budgetary; commission),Budgetary commission meeting,2,188120,general.alert5,ForeignMinistry,Budgetary commission meeting,,burbio_events,1dc9f2274eadeab3325436c51c9157e5,burbio_events__1dc9f2274eadeab3325436c51c9157e5
(budgetary; authority),Budgetary authority meeting,2,188120,general.alert5,Exec,Budgetary authority meeting,,burbio_events,71e214b222eda5455dd6de2095b31518,burbio_events__71e214b222eda5455dd6de2095b31518
(budgetary; forum),Budgetary forum,2,188120,general.alert5,Media,Budgetary forum,,burbio_events,21f85c19764c95fc3b0712d4453c3c82,burbio_events__21f85c19764c95fc3b0712d4453c3c82
(budget; board),Budget board meeting,2,188120,general.alert5,Refinery,Budget board meeting,,burbio_events,a6425320c4672342f96de8265763e4b7,burbio_events__a6425320c4672342f96de8265763e4b7
(budget; meeting),Budget meeting,2,188120,general.alert5,FTO,Budget meeting,,burbio_events,7f81faec68faafcfbddb6612b2b9d5ba,burbio_events__7f81faec68faafcfbddb6612b2b9d5ba
(budget; committee),Budget committee meeing,2,188120,general.alert5,space,Budget committee meeing,,burbio_events,7f4f1b93fb096a8f7e4af5b0d9b2bd47,burbio_events__7f4f1b93fb096a8f7e4af5b0d9b2bd47
