company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kar auction services,ebc05a1d0c41cd39dbd9dab5d3bbfe3f,KAR Auction Services,Other,"Carmel, IN, USA",39.978371,-86.1180435,AAEntity,KAR Auction Services,,us_sec_company,4d502e36d4be0dab5f58af28b8b29d2b,us_sec_company__4d502e36d4be0dab5f58af28b8b29d2b
karyopharm therapeutics,f589e97ce9c3ea0f97d76bb295dbf993,Karyopharm Therapeutics,Other,"Newton, MA, USA",42.3370413,-71.2092214,Diplomat,Karyopharm Therapeutics,,us_sec_company,d9de60174f8a08592c4cdab7d9ec6115,us_sec_company__d9de60174f8a08592c4cdab7d9ec6115
kazia therapeutics,6a400f4c1cb82e16d63962edc112f666,Kazia Therapeutics Limited,Other,"Sydney, New South Wales, Australia",-33.8688197,151.2092955,Exec,Kazia Therapeutics Limited,,us_sec_company,0ccd316ce5b562fa1b769889739a9898,us_sec_company__0ccd316ce5b562fa1b769889739a9898
kb financial group,1d94ee5bcadea106f615479551052d17,KB Financial Group,Other,"Seoul, South Korea",37.566535,126.9779692,Consulates,KB Financial Group,,us_sec_company,6b38cfa7911ea9e119353dda5753aead,us_sec_company__6b38cfa7911ea9e119353dda5753aead
kb home,5e8477a51bf1c021f3fc086fe62eb4d2,KB Home,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Exec,KB Home,,us_sec_company,766fd99f4e593931471fc9923394a8bb,us_sec_company__766fd99f4e593931471fc9923394a8bb
kbr,452be4f8e91e20509be7d962ee9ddc9f,KBR,Other,"Houston, TX, USA",29.7604267,-95.3698028,IndustryTerm,KBR,,us_sec_company,e659aa09a79e358ed38197f749dc916a,us_sec_company__e659aa09a79e358ed38197f749dc916a
kearny financial,509aa85e1a3f9b2ad7e4f93cc4cfdf44,Kearny Financial,Other,"Fairfield, NJ, USA",40.8837406,-74.3059959,IndustryTerm,Kearny Financial,,us_sec_company,27e1348fab331ae948e71adbd35286c2,us_sec_company__27e1348fab331ae948e71adbd35286c2
kellogg co,c90865e671888cca3ff3bc770d0f4b02,Kellogg Company,Tier 2,"Battle Creek, MI,USA",42.3211522,-85.1797142,Wells,Kellogg Company,,us_sec_company,d6dd0877f5872f2d7773c63ef3b76ae1,us_sec_company__d6dd0877f5872f2d7773c63ef3b76ae1
kelly services,d87ada819a4e72efa35e752a2b4b05a7,Kelly Services,Other,"Troy, MI,USA",42.6064095,-83.1497751,DiplomaticFacilities,Kelly Services,,us_sec_company,8a03f8c3e86479835c0c3a8ee2343de5,us_sec_company__8a03f8c3e86479835c0c3a8ee2343de5
kelso technologies,77bfe992df97975635a4180ce09956f9,Kelso Technologies,Other,"Surrey, British Columbia, Canada",49.1913466,-122.8490125,Legislator,Kelso Technologies,,us_sec_company,af766796cf56058d0c4c12a45216dfa2,us_sec_company__af766796cf56058d0c4c12a45216dfa2
kemper corp,ed0660b2230d6062804ccc42f27b6ee2,Kemper,Other,"Chicago, IL, USA",41.8781136,-87.6297982,LegislativeCommittee,Kemper,,us_sec_company,6ee49e98beca6abcb3431be9ff442aa2,us_sec_company__6ee49e98beca6abcb3431be9ff442aa2
kennametal,ffa502691f80d31a59eef02a2da4557f,Kennametal,Other,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Refinery,Kennametal,,us_sec_company,893e7300f95c26569fe7998021ddc09f,us_sec_company__893e7300f95c26569fe7998021ddc09f
kennedy-wilson holdings,b6a5cd61ee17cc98ce8e6de1c58d200c,Kennedy-Wilson Holdings,Other,"Beverly Hills, CA, USA",34.0736204,-118.4003563,Wells,Kennedy-Wilson Holdings,,us_sec_company,9ea5429de829fd71f51f3b5fc4b93901,us_sec_company__9ea5429de829fd71f51f3b5fc4b93901
kenon holdings,2415741656ea862d6611b63bfa817ebf,Kenon Holdings,Other,"Singapore, Singapore",1.352083,103.819836,space,Kenon Holdings,,us_sec_company,6ad615cfbba134f30ccaea5209c20bb0,us_sec_company__6ad615cfbba134f30ccaea5209c20bb0
kentucky first federal bancorp,41c66008c130ae0b7018db1ce06ad5fa,Kentucky First Federal Bancorp,Other,"Hazard, KY, USA",37.24954,-83.1932284,Organization,Kentucky First Federal Bancorp,,us_sec_company,de53d32a91fecf63e9fe3ef33794d86f,us_sec_company__de53d32a91fecf63e9fe3ef33794d86f
kenya airways,3da394e6bb86f45d9caf071098e85ec4,Kenya Airways,Tier 2,"Nairobi, Kenya",-1.2920659,36.8219462,DiplomaticFacilities,Kenya Airways,,us_sec_company,9b7d3a647757fba8ad6f63d745dd5c86,us_sec_company__9b7d3a647757fba8ad6f63d745dd5c86
keurig dr pepper,2fdb761d51d16ca9333dab97c4fce038,Keurig Green Mountain,Tier 2,"Burlington, MA, USA",42.5047161,-71.1956205,Legislator,Keurig Green Mountain,,us_sec_company,d009ca0192a435a500628c79a56ade3d,us_sec_company__d009ca0192a435a500628c79a56ade3d
kewaunee scientific corp,369cb5a95ea0562c670ba19262d968f4,Kewaunee Scientific,Other,"Statesville, NC, USA",35.7826363,-80.8872959,ForeignMinistry,Kewaunee Scientific,,us_sec_company,ac1d60c0d80cc04dcf392c4b73eb7a5d,us_sec_company__ac1d60c0d80cc04dcf392c4b73eb7a5d
key tronic corp,a2be7926cab8a2c0b4ea0920b9023082,Key Tronic,Other,"Spokane Valley, WA, USA",47.6732281,-117.2393748,Refinery,Key Tronic,,us_sec_company,8b49f835517754b076e4915982d7f202,us_sec_company__8b49f835517754b076e4915982d7f202
keycorp,2fb5b444806606a80fca098b8bf07d4e,KeyBank,Tier 2,"Cleveland, OH, USA",41.49932,-81.6943605,Exec,KeyBank,,us_sec_company,b00e20c386762e8c68a54236bd5241c1,us_sec_company__b00e20c386762e8c68a54236bd5241c1
keysight technologies,f41a06cf990fb737480a3d77bf052dd3,Keysight Technologies,Other,"Santa Rosa, CA, USA",38.440429,-122.7140548,Person,Keysight Technologies,,us_sec_company,2dad004fbb35119163bef0b2dc03a886,us_sec_company__2dad004fbb35119163bef0b2dc03a886
kezar life sciences,86594367bcc67a5ab50f27f67e40b5ab,Kezar Life Sciences,Other,"South San Francisco, CA, USA",37.654656,-122.4077498,Consulates,Kezar Life Sciences,,us_sec_company,cb664cdd7a04af97b1f866cedd3032cc,us_sec_company__cb664cdd7a04af97b1f866cedd3032cc
kforce,26cbf5f185b69bedcb2b700175c5821e,Kforce,Other,"Tampa, FL, USA",27.950575,-82.4571776,Legislator,Kforce,,us_sec_company,2e7d79d47e204228976758110d038a15,us_sec_company__2e7d79d47e204228976758110d038a15
kilroy realty corp,77c1e1d40811057c8aec077ba7e00381,Kilroy Realty,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Organization,Kilroy Realty,,us_sec_company,e2fa57981ee85e669174d280872d40d6,us_sec_company__e2fa57981ee85e669174d280872d40d6
kimball electronics,bd4b5ded998e64f9cff541a2b917c0fe,Kimball Electronics,Other,"Jasper, IN, USA",38.3914418,-86.9311094,AAEntity,Kimball Electronics,,us_sec_company,4d3afd9311925c96db5f25de78b83b14,us_sec_company__4d3afd9311925c96db5f25de78b83b14
kimball international,71cc742c9a592a70268fdcc66adc144e,Kimball International,Other,"Jasper, IN, USA",38.3914418,-86.9311094,Person,Kimball International,,us_sec_company,5e627a978498fbd5342e8c9175c30d8a,us_sec_company__5e627a978498fbd5342e8c9175c30d8a
kimbell royalty partners,2a5ae08bf16e7c048aaa3cf9d959faf4,"Kimbell Royalty Partners, LP",Other,"Fort Worth, TX, USA",32.7554883,-97.3307658,Shipping,"Kimbell Royalty Partners, LP",,us_sec_company,dcbcd8f143d1b392f11b273036985eee,us_sec_company__dcbcd8f143d1b392f11b273036985eee
kimberly clark,03c02166ce6a0a2a586a1a187cc6f2f0,Kimberly Clark,Tier 2,"Dallas, TX, USA",32.7766642,-96.7969879,Legislator,Kimberly Clark,,us_sec_company,a503e2d9d961f75070076d1f4dc65674,us_sec_company__a503e2d9d961f75070076d1f4dc65674
kimco realty corp,da9780141c8ad846fd2f3967ab42747c,Kimco Realty,Other,"New Hyde Park, NY, USA",40.7351018,-73.6879082,ForeignMinister,Kimco Realty,,us_sec_company,80d2db06aef3915d22273f33595efbb0,us_sec_company__80d2db06aef3915d22273f33595efbb0
kinder morgan,529662f4721d4bd33c256965c17a799c,Kinder Morgan,Other,"Houston, TX, USA",29.7604267,-95.3698028,Keyphrase,Kinder Morgan,,us_sec_company,851891eaaf1cb27087581e406210d7a7,us_sec_company__851891eaaf1cb27087581e406210d7a7
kindred biosciences,c120a8192ab8926d8274fa5676a3738a,Kindred Biosciences,Other,"Burlingame, CA, USA",37.5778696,-122.34809,CompanyKeyword,Kindred Biosciences,,us_sec_company,45d933eacf5ef73d59c1dc5dadf06ce7,us_sec_company__45d933eacf5ef73d59c1dc5dadf06ce7
kingstone companies,fcb7ed08b2209b99e56332c5cb7b4cd2,Kingstone Companies,Other,"Kingston, NY, USA",41.9270367,-73.9973608,Exec,Kingstone Companies,,us_sec_company,d5dbb2d16f0fc779301854fed9ff6fdb,us_sec_company__d5dbb2d16f0fc779301854fed9ff6fdb
kingsway financial services,6fb4fda1fb511c353b493cf03889cb35,Kingsway Financial Services,Other,"Itasca, IL, USA",41.9750287,-88.0072909,LegislativeCommittee,Kingsway Financial Services,,us_sec_company,3beacab08def0075a304ad22885f113d,us_sec_company__3beacab08def0075a304ad22885f113d
kiniksa pharmaceuticals,bc2df61d9da05ef080a4f7972c2f2d52,"Kiniksa Pharmaceuticals,",Other,"Hamilton, Bermuda",32.2945837,-64.7858887,Shipping,"Kiniksa Pharmaceuticals,",,us_sec_company,035ba0d73a2a807b4d598bbe87534172,us_sec_company__035ba0d73a2a807b4d598bbe87534172
kinross gold corp,bdc2ee843c0876df605f0501a4aa4468,Kinross Gold,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Refinery,Kinross Gold,,us_sec_company,67b3b619df496fb47fb9a2b65eb897a6,us_sec_company__67b3b619df496fb47fb9a2b65eb897a6
kinsale capital group,0ba05cab8fdaf66c6c24000b8d89e9d0,Kinsale Capital Group,Other,"Richmond, VA, USA",37.5407246,-77.4360481,Legislator,Kinsale Capital Group,,us_sec_company,71aa4229aadc2e6aa8f3bb443671d492,us_sec_company__71aa4229aadc2e6aa8f3bb443671d492
kirby corp,b66171d410a745561a6b1b98cc7ee623,Kirby,Other,"Houston, TX, USA",29.7604267,-95.3698028,ForeignMinistry,Kirby,,us_sec_company,c1d4eefaa0f17700a12c7194c7ff1ed1,us_sec_company__c1d4eefaa0f17700a12c7194c7ff1ed1
kirkland lake gold,833e9e80fbf728dd56fa242b8f9b657c,Kirkland Lake Gold,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Diplomat,Kirkland Lake Gold,,us_sec_company,cab476bf6687193cefa4e28e0d249427,us_sec_company__cab476bf6687193cefa4e28e0d249427
kirkland's,de25d34f0cdc7c4b162e09e1c2422c10,Kirkland's,Other,"Brentwood, TN, USA",36.0331164,-86.7827772,IndustryTerm,Kirkland's,,us_sec_company,13498d91a13c869183617c23a6766a9a,us_sec_company__13498d91a13c869183617c23a6766a9a
kite realty group trust,17a08fef5d8560ee28965a6b9e1f696f,Kite Realty Group Trust,Other,"Indianapolis, IN, USA",39.768403,-86.158068,ForeignMinistry,Kite Realty Group Trust,,us_sec_company,a06771f02941d19dc928e67363f6b4df,us_sec_company__a06771f02941d19dc928e67363f6b4df
kkr & co,88ab4491e3963dd6f03c296fed05e692,KKR & Co.,Other,"New York, NY, USA",40.7127753,-74.0059728,Legislator,KKR & Co.,,us_sec_company,11e42e01b3dab305139786dfa2da79c5,us_sec_company__11e42e01b3dab305139786dfa2da79c5
kkr real estate finance trust,a2ba12cb764ce5e010bb2eb27680a550,KKR Real Estate Finance Trust,Other,"New York, NY, USA",40.7127753,-74.0059728,LegislativeCommittee,KKR Real Estate Finance Trust,,us_sec_company,eccd77e2aecbe5d117c2b058cf8987a0,us_sec_company__eccd77e2aecbe5d117c2b058cf8987a0
klx energy services holdings,cd78dd8da77395f2996aedb711bfc22e,KLX Energy Services Holdings,Other,"Wellington, FL, USA",26.6617635,-80.2683571,IndustryTerm,KLX Energy Services Holdings,,us_sec_company,45762db72cae8a230da3fc3df8e71e02,us_sec_company__45762db72cae8a230da3fc3df8e71e02
knight-swift transportation holdings,1cb91d9497b4e9eeae4db025f804d409,Knight-Swift Transportation Holdings,Other,"Phoenix, AZ, USA",33.4483771,-112.0740373,AAEntity,Knight-Swift Transportation Holdings,,us_sec_company,8c2d5be7b76da41837c25701df663ca4,us_sec_company__8c2d5be7b76da41837c25701df663ca4
knoll,2b4670d0031f4fa66bf370ff11649c0a,Knoll,Other,"East Greenville, PA, USA",40.4064881,-75.5018477,Organization,Knoll,,us_sec_company,0c74444be4c4c6ac4628c29b017492ce,us_sec_company__0c74444be4c4c6ac4628c29b017492ce
knot offshore partners,f92028b4fd45affb4fb4ca2d743aa1c8,KNOT Offshore Partners LP,Other,"Aberdeen, Aberdeenshire, UK",57.149717,-2.094278,Refinery,KNOT Offshore Partners LP,,us_sec_company,1145e619476a516ee4493c1ff1fd2e51,us_sec_company__1145e619476a516ee4493c1ff1fd2e51
knowles corp,9e008b0cdb5c0018eb07a6528439e8ba,Knowles,Other,"Itasca, IL, USA",41.9750287,-88.0072909,DiplomaticFacilities,Knowles,,us_sec_company,141f0c281a0d7c54694ab7f3cbbfdea2,us_sec_company__141f0c281a0d7c54694ab7f3cbbfdea2
koch foods,6722268f4bab041abf4e50b0cbbdd3ca,Koch Foods,Tier 2,"Park Ridge, IL, USA",42.0111412,-87.8406192,IndustryTerm,Koch Foods,,us_sec_company,5a67ee5975733be142e1d94a7d51b786,us_sec_company__5a67ee5975733be142e1d94a7d51b786
kodiak sciences,1e9811e2dae64cccd1e4881b9bdde0af,Kodiak Sciences,Other,"Palo Alto, CA, USA",37.4418834,-122.1430195,Organization,Kodiak Sciences,,us_sec_company,f98c611d4c061f4c94ef9db6b7918b14,us_sec_company__f98c611d4c061f4c94ef9db6b7918b14
kohler co,cd06a4869ccff3ac871b1a20142ea220,Kohler,Tier 2,"Kohler, WI, USA",43.7391616,-87.7817541,Shipping,Kohler,,us_sec_company,0955cc82309835d252f6843e4d20103d,us_sec_company__0955cc82309835d252f6843e4d20103d
kohls corp,bebe2053a8d82be1e8c0986f277a27ba,Kohl's,Tier 2,"Menomonee Falls, WI, USA",43.1788967,-88.1173132,Refinery,Kohl's,,us_sec_company,0c2643355cc14742053dd7a4592afcc1,us_sec_company__0c2643355cc14742053dd7a4592afcc1
koninklijke ahold,425b8eee0e7dc8faa8e649beb4ae2ae4,Ahold Delhaize,Tier 2,"Zaandam, Noord-Holland, Netherlands",52.4420399,4.8291993,LegislativeCommittee,Ahold Delhaize,,us_sec_company,a2d50d5b6ca7d8e9d9752dd31e866c90,us_sec_company__a2d50d5b6ca7d8e9d9752dd31e866c90
koninklijke philips,60b3e4a8f2a5338cea21467fd3f66094,Royal Philips,Tier 2,"Amsterdam, Noord-Holland, Netherlands",52.3675734,4.9041389,LegislativeCommittee,Royal Philips,,us_sec_company,c7048adc4b128c36bb5d18893850c2bd,us_sec_company__c7048adc4b128c36bb5d18893850c2bd
kopin corp,5195ea89eb077cd0f779d27f44b4e4c9,Kopin,Other,"Westborough, MA, USA",42.2695216,-71.6161294,Consulates,Kopin,,us_sec_company,2e87204a139aba78f6d9d7a8639cdd6e,us_sec_company__2e87204a139aba78f6d9d7a8639cdd6e
koppers holdings,0c309b70764a9075ee08efbc8d4c8c6b,Koppers Holdings,Other,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Organization,Koppers Holdings,,us_sec_company,5799d10eed95bb3cf807e39b6e8003b3,us_sec_company__5799d10eed95bb3cf807e39b6e8003b3
korea electric power corp,a8fcaf8d592248496227d2d98ceaf58d,Korea Electric Power,Other,"Naju, Jeollanam-Do, South Korea",35.0160601,126.7107572,Media,Korea Electric Power,,us_sec_company,26d44ab40fdbb2cbe2bbe97f37b5c33c,us_sec_company__26d44ab40fdbb2cbe2bbe97f37b5c33c
korn ferry,11be9e9a9934018b0112145c8de21107,Korn Ferry,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,ForeignMinister,Korn Ferry,,us_sec_company,8aa8a3db81f3c16372c7296787c24dc9,us_sec_company__8aa8a3db81f3c16372c7296787c24dc9
kornit digital,0a8e3a72b9d889c3e7eb2c94c45cae9c,Kornit Digital,Other,"Rosh-Ha`Ayin, Israel",32.095838,34.952177,Legislator,Kornit Digital,,us_sec_company,cfa10815d59ae79693622d1d853537fb,us_sec_company__cfa10815d59ae79693622d1d853537fb
kosmos energy,461c921f41382bb4730705fb5e8642ed,Kosmos Energy,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Refinery,Kosmos Energy,,us_sec_company,e749f8d9b210a05a76371c1a37b6cf00,us_sec_company__e749f8d9b210a05a76371c1a37b6cf00
koss corp,38cb95f47e5f4ef8c44769547844c75a,Koss,Other,"Milwaukee, WI, USA",43.0389025,-87.9064736,AAEntity,Koss,,us_sec_company,b18f5507e7a8b8e1982291f249d429bb,us_sec_company__b18f5507e7a8b8e1982291f249d429bb
kraft heinz,20f9cc5b7bbe205f4980f471600584f9,Kraft Heinz Company,Tier 2,"Pittsburgh, PA, USA",40.4406248,-79.9958864,CompanyKeyword,Kraft Heinz Company,,us_sec_company,993d6554b95a6161a9ca5e894a6e1163,us_sec_company__993d6554b95a6161a9ca5e894a6e1163
kraton corp,e540adb808f31e91a0ffe48bf5993813,Kraton,Other,"Houston, TX, USA",29.7604267,-95.3698028,Consulates,Kraton,,us_sec_company,549e27a1abd7bb53b9b644bab2ce901e,us_sec_company__549e27a1abd7bb53b9b644bab2ce901e
kratos defense & security solutions,b221d26bb0d07bde5256738f599cca45,Kratos Defense & Security Solutions,Other,"San Diego, CA, USA",32.715738,-117.1610838,News,Kratos Defense & Security Solutions,,us_sec_company,4736cbd2e4ebbe30682a9498153c4a88,us_sec_company__4736cbd2e4ebbe30682a9498153c4a88
kroger co,96c5491f68b8c88a7d3fc6fb0f101410,Kroger,Tier 2,"Cincinnati, OH, USA",39.1031182,-84.5120196,Diplomat,Kroger,,us_sec_company,7d8c1bcc2155a3d2a2d6dcee03b75da2,us_sec_company__7d8c1bcc2155a3d2a2d6dcee03b75da2
kronos worldwide,774bf63bc77f93d023b533110134ef84,Kronos Worldwide,Other,"Dallas, TX, USA",32.7766642,-96.7969879,Keyphrase,Kronos Worldwide,,us_sec_company,593dd81b5fa025a1410c67cd72109f8e,us_sec_company__593dd81b5fa025a1410c67cd72109f8e
krystal biotech,788314af50c171148641bd367f490299,Krystal Biotech,Other,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Person,Krystal Biotech,,us_sec_company,1fdcb6b4755dc2f2a4ff938adb168665,us_sec_company__1fdcb6b4755dc2f2a4ff938adb168665
kt corp,a3197dd30d988b119f63117db743f5cd,KT,Other,"Seongnam, Gyeonggi-Do, South Korea",37.4449168,127.1388684,Person,KT,,us_sec_company,14d2a8bbc649aeacc84a02126add5db4,us_sec_company__14d2a8bbc649aeacc84a02126add5db4
kulicke and soffa industries,88e3875fc33db440875dec15119f7cfb,Kulicke and Soffa Industries,Other,"Singapore, Singapore",1.352083,103.819836,CompanyKeyword,Kulicke and Soffa Industries,,us_sec_company,0b63bff804052cd69a427b2d9b0a69a3,us_sec_company__0b63bff804052cd69a427b2d9b0a69a3
kura oncology,51bcd544d4a664efbbacfe14751ed07e,Kura Oncology,Other,"San Diego, CA, USA",32.715738,-117.1610838,Shipping,Kura Oncology,,us_sec_company,79ef8dbc1c69c6a187906b11b4d315a6,us_sec_company__79ef8dbc1c69c6a187906b11b4d315a6
kvh industries,28465223cc78f83c9132bfcdea2636e9,KVH Industries,Other,"Middletown, RI, USA",41.5218243,-71.2834538,Refinery,KVH Industries,,us_sec_company,a97f5549dc1559acfb089fd025544d8f,us_sec_company__a97f5549dc1559acfb089fd025544d8f
kwik trip,48d93187f6dbdd17783269de4c5e72ea,Kwik Trip,Tier 2,"La Crosse, WI, USA",43.8137751,-91.2519017,Refinery,Kwik Trip,,us_sec_company,da24e20e181702a99475f8cca2f4c740,us_sec_company__da24e20e181702a99475f8cca2f4c740
l brands,a74dafa604ed0c61dfd936014e68cf11,L Brands,Tier 2,"Columbus, OH, USA",39.9611755,-82.9987942,IndustryTerm,L Brands,,us_sec_company,97b353b0d5a63617f1da35057a0f95a9,us_sec_company__97b353b0d5a63617f1da35057a0f95a9
l financial holdings,845fec05d26b9baf0262dc0f3562f9ae,LPL Financial Holdings,Other,"Boston, MA, USA",42.3600825,-71.0588801,Person,LPL Financial Holdings,,us_sec_company,66e7a357294658d9f35399632b3874c9,us_sec_company__66e7a357294658d9f35399632b3874c9
la jolla pharmaceutical company,3eb005a53d9f3d063e3a179e7d10fd48,La Jolla Pharmaceutical Company,Other,"San Diego, CA, USA",32.715738,-117.1610838,Legislator,La Jolla Pharmaceutical Company,,us_sec_company,be10b7bfd3e954ea9b56760b34efc6ff,us_sec_company__be10b7bfd3e954ea9b56760b34efc6ff
la-z-boy,c7fccc6fbafcc4f670be5bf4446dd47e,La-Z-Boy,Tier 2,"Monroe, MI,USA",41.9164343,-83.3977101,Consulates,La-Z-Boy,,us_sec_company,64d9ec153a7c0dc30d633ca7fdc54bc5,us_sec_company__64d9ec153a7c0dc30d633ca7fdc54bc5
laboratory corp of america holdings,6d07a7d61ef94a40f23858b883636998,LabCorp,Tier 2,"Burlington, NC, USA",36.0956918,-79.4377991,AAEntity,LabCorp,,us_sec_company,806e4fd2bd1975185037a7c0a3170861,us_sec_company__806e4fd2bd1975185037a7c0a3170861
ladder capital corp,edf52fb845bac6fe7faa679689f3549d,Ladder Capital Corp,Other,"New York, NY, USA",40.7127753,-74.0059728,ForeignMinister,Ladder Capital Corp,,us_sec_company,907004853b38d813ade533c49f168de5,us_sec_company__907004853b38d813ade533c49f168de5
laix,80ef60bee6da5aee821d03bccbaaf7bd,LAIX,Other,"Shanghai, China",31.230416,121.473701,Wells,LAIX,,us_sec_company,072fcbeedd2a97a79f4873b0e5949a96,us_sec_company__072fcbeedd2a97a79f4873b0e5949a96
lake shore bancorp,c91021c4f4d9bd08a4903d4afc2c6100,Lake Shore Bancorp,Other,"Dunkirk, NY, USA",42.4795019,-79.3339324,Diplomat,Lake Shore Bancorp,,us_sec_company,2c3dd3352c996e03bf0df8a051e8dc02,us_sec_company__2c3dd3352c996e03bf0df8a051e8dc02
lakeland bancorp,1655b407ecdd269c5752c9aed33f4389,Lakeland Bancorp,Other,"Oak Ridge, NJ, USA",41.0463617,-74.4856852,Pipeline,Lakeland Bancorp,,us_sec_company,8812fe7dac3fbf9af6b26b9f4f004af3,us_sec_company__8812fe7dac3fbf9af6b26b9f4f004af3
lakeland financial corp,9c4506b94fa0f01f403d8401af0e606d,Lakeland Financial,Other,"Warsaw, IN, USA",41.2381,-85.8530469,AAEntity,Lakeland Financial,,us_sec_company,cc02f75cf9153ece4d1a4957da10d53b,us_sec_company__cc02f75cf9153ece4d1a4957da10d53b
lakeland industries,7548e948314afcf16e5a222571bf79e6,Lakeland Industries,Other,"Ronkonkoma, NY, USA",40.8064187,-73.1241488,Pipeline,Lakeland Industries,,us_sec_company,e3f7589c5f06c7a46b93c432262985fc,us_sec_company__e3f7589c5f06c7a46b93c432262985fc
lam research corp,4474f879c709bf0286e1d72e8935d93b,Lam Research,Other,"Fremont, CA, USA",37.5485396,-121.988583,Wells,Lam Research,,us_sec_company,b461276547cf346d63d1e5808271d7c0,us_sec_company__b461276547cf346d63d1e5808271d7c0
lamar advertising company,382da395641aa0f19794066363e9e2e7,Lamar Advertising Company (REIT),Other,"Baton Rouge, LA, USA",30.4514677,-91.1871466,Keyphrase,Lamar Advertising Company (REIT),,us_sec_company,57a2683518e578eb199395e21c5a85d9,us_sec_company__57a2683518e578eb199395e21c5a85d9
lamb weston holdings,6003cf66bf660e52eb0517ab53a117bd,Lamb Weston Holdings,Other,"Eagle, ID, USA",43.6954424,-116.3540138,Diplomat,Lamb Weston Holdings,,us_sec_company,eecb2a895285036a2786415daf73093e,us_sec_company__eecb2a895285036a2786415daf73093e
