caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
City of Akron,"Akron, OH","41.0814447, -81.5190053",IndustryTerm,City of Akron,,shodan_ps_locations,32233931aa67c9d4142b1e6b1b9086a4,shodan_ps_locations__32233931aa67c9d4142b1e6b1b9086a4
City of Alameda,"Alameda, CA","37.7798721, -122.2821855",News,City of Alameda,,shodan_ps_locations,3950a1022b195be54e02a29c99c767a2,shodan_ps_locations__3950a1022b195be54e02a29c99c767a2
City of Alamo Heights,"Alamo Heights, TX","29.4849531, -98.4658502",AAEntity,City of Alamo Heights,,shodan_ps_locations,04e6f13fa6158680bf14094da797781c,shodan_ps_locations__04e6f13fa6158680bf14094da797781c
City of Albany,"Albany, CA","37.886704, -122.2977557",ForeignMinister,City of Albany,,shodan_ps_locations,83cbc75da789b0777e582f1b3882188e,shodan_ps_locations__83cbc75da789b0777e582f1b3882188e
City of Albemarle,"Albemarle, NC","35.3501426, -80.2000578",Diplomat,City of Albemarle,,shodan_ps_locations,0e8331085c3a7bc84acc37e805281d1e,shodan_ps_locations__0e8331085c3a7bc84acc37e805281d1e
City of Albuquerque,"Albuquerque, NM","35.0843859, -106.650422",Refinery,City of Albuquerque,,shodan_ps_locations,bb911983cd2623a5c08dc024da4c25af,shodan_ps_locations__bb911983cd2623a5c08dc024da4c25af
City of Aleknagik,"Aleknagik, AK","59.2730556, -158.6177778",Media,City of Aleknagik,,shodan_ps_locations,c70c9fe583aa6d1ac6389d8ad661a623,shodan_ps_locations__c70c9fe583aa6d1ac6389d8ad661a623
City of Alexander City,"Alexander City, AL","32.944012, -85.9538532",Exec,City of Alexander City,,shodan_ps_locations,9b2114113420e0e50433f13212216098,shodan_ps_locations__9b2114113420e0e50433f13212216098
Alexandria Township,"Milford, NJ","40.5687128, -75.0946169",CompanyKeyword,Alexandria Township,,shodan_ps_locations,7dd2fc04f8a8e1af477fedcc083d596f,shodan_ps_locations__7dd2fc04f8a8e1af477fedcc083d596f
City of Alexandria,"Alexandria, VA","38.8048355, -77.0469214",Person,City of Alexandria,,shodan_ps_locations,9d2e6f0bf8cc414ed5868bdef00c985e,shodan_ps_locations__9d2e6f0bf8cc414ed5868bdef00c985e
Town of Alfred,"Alfred, ME","43.4764994, -70.7161687",IndustryTerm,Town of Alfred,,shodan_ps_locations,a00d9b1b42908eea4723410843e2cafa,shodan_ps_locations__a00d9b1b42908eea4723410843e2cafa
County of Alger,"MUNISING, MI","46.4110574, -86.6479361",CompanyKeyword,County of Alger,,shodan_ps_locations,11bc1688e26c8f972019e5683a471364,shodan_ps_locations__11bc1688e26c8f972019e5683a471364
City Of Algona,"Algona, WA","47.2790619, -122.249923",Legislator,City Of Algona,,shodan_ps_locations,42031c8b1b6d6a33372186ba86d502b5,shodan_ps_locations__42031c8b1b6d6a33372186ba86d502b5
City Of Algood,"Algood, TN","36.1958946, -85.4485849",ForeignMinister,City Of Algood,,shodan_ps_locations,b656ae084ab162f721431a81e167e1db,shodan_ps_locations__b656ae084ab162f721431a81e167e1db
City of Aliquippa,"Aliquippa, PA","40.615537, -80.2621852",Shipping,City of Aliquippa,,shodan_ps_locations,4cddb6541b5255450484a67ad27b79f0,shodan_ps_locations__4cddb6541b5255450484a67ad27b79f0
Borough of Allendale,"Allendale, NJ","41.0414857, -74.129032",Person,Borough of Allendale,,shodan_ps_locations,d66cefeed89e4658e16e3c7dacf61ad1,shodan_ps_locations__d66cefeed89e4658e16e3c7dacf61ad1
Town of Allenstown,"Allenstown, NH","43.1577859, -71.4047652",Consulates,Town of Allenstown,,shodan_ps_locations,c559115511a1adffe8d7eb458129566c,shodan_ps_locations__c559115511a1adffe8d7eb458129566c
City of Allentown,"Allentown, PA","40.6022939, -75.4714098",ForeignMinister,City of Allentown,,shodan_ps_locations,9039346c775f3b3d4913da812c7a9921,shodan_ps_locations__9039346c775f3b3d4913da812c7a9921
City of Alliance,"Alliance, OH","40.9153362, -81.1059309",News,City of Alliance,,shodan_ps_locations,52c4d28ad8e1c12d52aab452390d5571,shodan_ps_locations__52c4d28ad8e1c12d52aab452390d5571
City of Alma,"Alma, AR","35.4778653, -94.2218752",Pipeline,City of Alma,,shodan_ps_locations,fbd110f3448b8d39da398a02257113f9,shodan_ps_locations__fbd110f3448b8d39da398a02257113f9
Village of Almont,"Almont, MI","42.9205842, -83.0449347",Wells,Village of Almont,,shodan_ps_locations,a15dce98959bb30e23c1306d21ab4462,shodan_ps_locations__a15dce98959bb30e23c1306d21ab4462
Town of Altavista,"Altavista, VA","37.1118094, -79.285579",Media,Town of Altavista,,shodan_ps_locations,6cb36d2a3fd5d1a9104a6a15d4a7b8b0,shodan_ps_locations__6cb36d2a3fd5d1a9104a6a15d4a7b8b0
City of Alton,"Alton, TX","26.2872995, -98.3133594",Shipping,City of Alton,,shodan_ps_locations,2055837f3ab52b79bce238bacd2e5ae2,shodan_ps_locations__2055837f3ab52b79bce238bacd2e5ae2
City of Altoona,"Altoona, PA","40.5186809, -78.3947359",Consulates,City of Altoona,,shodan_ps_locations,59b388449a498c439b9a76bd8268068f,shodan_ps_locations__59b388449a498c439b9a76bd8268068f
City of Altus,"Altus, OK","34.637765, -99.3340442",DiplomaticFacilities,City of Altus,,shodan_ps_locations,059a376491080a6704db801c72122401,shodan_ps_locations__059a376491080a6704db801c72122401
City of Alvin,"Alvin, TX","29.4238472, -95.2441009",AAEntity,City of Alvin,,shodan_ps_locations,4eb6112401f8cd6bd38f091bdc61412b,shodan_ps_locations__4eb6112401f8cd6bd38f091bdc61412b
City of Amarillo,"Amarillo, TX","35.2219971, -101.8312969",AAEntity,City of Amarillo,,shodan_ps_locations,17866a133dc6899d0fe2e8d74bad3de8,shodan_ps_locations__17866a133dc6899d0fe2e8d74bad3de8
Town of Amenia,"Amenia, NY","41.8492599, -73.5567918",Consulates,Town of Amenia,,shodan_ps_locations,9c651ba09ba387aa8ddc30fc7673ed90,shodan_ps_locations__9c651ba09ba387aa8ddc30fc7673ed90
American Fork City,"American Fork, UT","40.3768954, -111.7957645",AAEntity,American Fork City,,shodan_ps_locations,c3f45f9e41ab8f0752ced3ac7bafca14,shodan_ps_locations__c3f45f9e41ab8f0752ced3ac7bafca14
City of Americus,"Americus, GA","32.0723861, -84.2326876",ForeignMinistry,City of Americus,,shodan_ps_locations,bd149e4b4ee7fe0e98ec87310eaa2560,shodan_ps_locations__bd149e4b4ee7fe0e98ec87310eaa2560
City of Amery,"Amery, WI","45.3069062, -92.3621369",AAEntity,City of Amery,,shodan_ps_locations,058ac340f7d73d81b5e84d716b84df1e,shodan_ps_locations__058ac340f7d73d81b5e84d716b84df1e
Town of Amherst,"Amherst, MA","42.3732216, -72.5198537",Shipping,Town of Amherst,,shodan_ps_locations,7164afffa175af3cf40e2a90b3cddbc5,shodan_ps_locations__7164afffa175af3cf40e2a90b3cddbc5
City of Amsterdam,"Amsterdam, NY","42.9377453, -74.190356",DiplomaticFacilities,City of Amsterdam,,shodan_ps_locations,4581baf9ccde522590926fed97d0ea2c,shodan_ps_locations__4581baf9ccde522590926fed97d0ea2c
City of Anacortes,"Anacortes, WA","48.5126045, -122.6126718",DiplomaticFacilities,City of Anacortes,,shodan_ps_locations,9af865b1745ddd52d1bd37b092afd294,shodan_ps_locations__9af865b1745ddd52d1bd37b092afd294
Municipality of Anchorage,"Anchorage, AK","61.2180556, -149.9002778",Pipeline,Municipality of Anchorage,,shodan_ps_locations,44589b96273f3fb0b084680d9e0fd24a,shodan_ps_locations__44589b96273f3fb0b084680d9e0fd24a
Town of Anderson,"aNDERSON, TX","30.4876971, -95.9924515",CompanyKeyword,Town of Anderson,,shodan_ps_locations,0486d6e45450f7406a655cb778f54659,shodan_ps_locations__0486d6e45450f7406a655cb778f54659
Town of Andover,"Andover, NH","43.4370198, -71.8234138",Consulates,Town of Andover,,shodan_ps_locations,7e3af0a44e9cdfd26167e3d0a63c53ba,shodan_ps_locations__7e3af0a44e9cdfd26167e3d0a63c53ba
City of Andover,"Andover, MN","45.2332984, -93.2913405",Organization,City of Andover,,shodan_ps_locations,26f3452c0f947627facd2f4d6bac2f86,shodan_ps_locations__26f3452c0f947627facd2f4d6bac2f86
Village of Angel Fire,"Angel Fire, NM","36.3930879, -105.2850091",ForeignMinistry,Village of Angel Fire,,shodan_ps_locations,94352ca1e291b69f49c3b2e66895a3be,shodan_ps_locations__94352ca1e291b69f49c3b2e66895a3be
City of Angels,"City of Angels Camp, CA","38.0677832, -120.5385299",FTO,City of Angels,,shodan_ps_locations,51a519217c63d1eb8c9c0534a88310dd,shodan_ps_locations__51a519217c63d1eb8c9c0534a88310dd
City of Ankeny,"Ankeny, IA","41.7317884, -93.6001278",IndustryTerm,City of Ankeny,,shodan_ps_locations,714a12be1f793108736d6f2928939cfc,shodan_ps_locations__714a12be1f793108736d6f2928939cfc
City of Annapolis,"Annapolis, MD","38.9784453, -76.4921829",Consulates,City of Annapolis,,shodan_ps_locations,f4c9b70d544791a2ac67e9d9e469dcfe,shodan_ps_locations__f4c9b70d544791a2ac67e9d9e469dcfe
City of Anna,"Anna, TX","33.3490011, -96.5485991",Wells,City of Anna,,shodan_ps_locations,e1f40c57fc2e04c441755e721028aa13,shodan_ps_locations__e1f40c57fc2e04c441755e721028aa13
Town of Annetta,"Aledo, TX","32.6959643, -97.6022471",CompanyKeyword,Town of Annetta,,shodan_ps_locations,f409af99a50a1d6c49c3a073aee35e7b,shodan_ps_locations__f409af99a50a1d6c49c3a073aee35e7b
City of Anniston,"Anniston, AL","33.6598257, -85.8316318",Person,City of Anniston,,shodan_ps_locations,186f9711a9f87e132af5f34b86c7a36c,shodan_ps_locations__186f9711a9f87e132af5f34b86c7a36c
City of Antioch,"Antioch, CA","38.0049214, -121.805789",AAEntity,City of Antioch,,shodan_ps_locations,b3d0fe05ad00775757ef0f58af3dca0f,shodan_ps_locations__b3d0fe05ad00775757ef0f58af3dca0f
Antioch Township,"Lake Villa, IL","42.4169651, -88.0739708",Organization,Antioch Township,,shodan_ps_locations,c276469cd88c84e1161231f2e1ae6956,shodan_ps_locations__c276469cd88c84e1161231f2e1ae6956
City of Apache Junction,"Apache Junction, AZ","33.4150485, -111.5495777",Shipping,City of Apache Junction,,shodan_ps_locations,1fd84dc6baeace7c574ab436f7342939,shodan_ps_locations__1fd84dc6baeace7c574ab436f7342939
Town of Apple Valley,"Apple Valley, CA","34.5008311, -117.1858759",Legislator,Town of Apple Valley,,shodan_ps_locations,46ff38586e525ea744bb3b4c6e65a594,shodan_ps_locations__46ff38586e525ea744bb3b4c6e65a594
Town of Appomattox,"Appomattox, VA","37.3570894, -78.8252911",CompanyKeyword,Town of Appomattox,,shodan_ps_locations,251f24c684162f1b66bf3d2f99f177c9,shodan_ps_locations__251f24c684162f1b66bf3d2f99f177c9
City of Aransas Pass,"Aransas Pass, TX","27.909532, -97.1505561",Organization,City of Aransas Pass,,shodan_ps_locations,7a33ad04076ac19ad26fa9601f297654,shodan_ps_locations__7a33ad04076ac19ad26fa9601f297654
Town of Aquinnah,"Aquinnah, MA","41.3352369, -70.8007864",Organization,Town of Aquinnah,,shodan_ps_locations,a6b5751bcba0ee8771c11342aeaafea6,shodan_ps_locations__a6b5751bcba0ee8771c11342aeaafea6
City of Arcadia,"Arcadia, FL","27.2158826, -81.8584164",Pipeline,City of Arcadia,,shodan_ps_locations,68dd5cff96a5eb1bb61237d1b477132b,shodan_ps_locations__68dd5cff96a5eb1bb61237d1b477132b
Archbald Borough,"Archbald, PA","41.4948038, -75.5368521",Consulates,Archbald Borough,,shodan_ps_locations,cbc9fe2b03f372184ae29c2d2700cf1b,shodan_ps_locations__cbc9fe2b03f372184ae29c2d2700cf1b
City of Archdale,"ARCHDALE, NC","35.914581, -79.9719831",Consulates,City of Archdale,,shodan_ps_locations,779876a8fa8f20aec9856767bbc91bda,shodan_ps_locations__779876a8fa8f20aec9856767bbc91bda
Town of Archer Lodge,"Archer Lodge, NC","35.694052, -78.3753583",Organization,Town of Archer Lodge,,shodan_ps_locations,d25b9727cd08c7de3502308820941a62,shodan_ps_locations__d25b9727cd08c7de3502308820941a62
City of Arkadelphia,"Arkadelphia, AR","34.1209292, -93.0537839",News,City of Arkadelphia,,shodan_ps_locations,12d05908ad715e95ddf4e2906e2f0377,shodan_ps_locations__12d05908ad715e95ddf4e2906e2f0377
City of Arkansas City,"Arkansas City, KS","37.0619736, -97.0383712",IndustryTerm,City of Arkansas City,,shodan_ps_locations,da6b23c2cb32bbf6b2284273b8c80488,shodan_ps_locations__da6b23c2cb32bbf6b2284273b8c80488
City of Arlington,"Arlington, TX","32.735687, -97.1080656",space,City of Arlington,,shodan_ps_locations,aef5d734d4446606e2ef9303edb7c2ad,shodan_ps_locations__aef5d734d4446606e2ef9303edb7c2ad
Town of Arlington,"Arlington, MA","42.4153925, -71.1564729",Wells,Town of Arlington,,shodan_ps_locations,4911b6f0d1b3cdcbe276545945190798,shodan_ps_locations__4911b6f0d1b3cdcbe276545945190798
Village of Arlington,"Arlington, NE","41.4550118, -96.3578639",Refinery,Village of Arlington,,shodan_ps_locations,205b0e951f76935add7ce43e6fed19a0,shodan_ps_locations__205b0e951f76935add7ce43e6fed19a0
City of Artesia,"Artesia, NM","32.8423345, -104.4032962",AAEntity,City of Artesia,,shodan_ps_locations,205fbe28b492583df276a61a34645250,shodan_ps_locations__205fbe28b492583df276a61a34645250
Village of Arthur,"Arthur, IL","39.7147552, -88.472278",Refinery,Village of Arthur,,shodan_ps_locations,897d329fb3719212145b24d60f98d0be,shodan_ps_locations__897d329fb3719212145b24d60f98d0be
Town of Ashburnham,"Ashburnham, MA","42.635545, -71.9097394",Wells,Town of Ashburnham,,shodan_ps_locations,c8c4f6ea4df973fa0a8d136a5b5853d5,shodan_ps_locations__c8c4f6ea4df973fa0a8d136a5b5853d5
Town of Ashby,"Ashby, MA","42.6772767, -71.8187139",IndustryTerm,Town of Ashby,,shodan_ps_locations,3c0fa74cc56cf984d01b17b3222142c6,shodan_ps_locations__3c0fa74cc56cf984d01b17b3222142c6
City of Asheboro,"Asheboro, NC","35.7079146, -79.8136446",Exec,City of Asheboro,,shodan_ps_locations,ac907dbe7919511834e4d8395eccf61e,shodan_ps_locations__ac907dbe7919511834e4d8395eccf61e
City of Asheville,"Asheville, NC","35.5950581, -82.5514869",FTO,City of Asheville,,shodan_ps_locations,f33f101b99d30740d6c4d9bf903abcf8,shodan_ps_locations__f33f101b99d30740d6c4d9bf903abcf8
City of Ash Grove,"Ash Grove, MO","37.3153257, -93.5852004",CompanyKeyword,City of Ash Grove,,shodan_ps_locations,4a192ba25ba3a25ee9ca9e7ce5f17613,shodan_ps_locations__4a192ba25ba3a25ee9ca9e7ce5f17613
Town of Ashland City,"Ashland City, TN","36.2742207, -87.0641699",News,Town of Ashland City,,shodan_ps_locations,a1f4ef1510ec0a7d756b9880d44dceb1,shodan_ps_locations__a1f4ef1510ec0a7d756b9880d44dceb1
The City of Ashland,"Ashland, KY","38.4784144, -82.6379387",Diplomat,The City of Ashland,,shodan_ps_locations,74882db69db20f846f28defbe379ab1d,shodan_ps_locations__74882db69db20f846f28defbe379ab1d
Town of Ashland,"Ashland, VA","37.7590318, -77.4799837",LegislativeCommittee,Town of Ashland,,shodan_ps_locations,1ac5677c3ce823fb9d821617f0d32514,shodan_ps_locations__1ac5677c3ce823fb9d821617f0d32514
Village of Ashville,"Ashville, OH","39.7156186, -82.9529584",AAEntity,Village of Ashville,,shodan_ps_locations,29ab526a71cc948280a022638f7c2342,shodan_ps_locations__29ab526a71cc948280a022638f7c2342
City of Athens,"Athens, TN","35.4428512, -84.5929898",Legislator,City of Athens,,shodan_ps_locations,92f68bc648767dd88b2d6b11adff93ec,shodan_ps_locations__92f68bc648767dd88b2d6b11adff93ec
Town of Athol,"Athol, MA","42.5959329, -72.2267383",DiplomaticFacilities,Town of Athol,,shodan_ps_locations,0f51365089f4e4855afd372406983241,shodan_ps_locations__0f51365089f4e4855afd372406983241
Town of Atkinson,"Atkinson, NH","42.8384221, -71.1470037",AAEntity,Town of Atkinson,,shodan_ps_locations,a0f2e0844d80b25f2ec756577b26e7a4,shodan_ps_locations__a0f2e0844d80b25f2ec756577b26e7a4
City of Atlanta,"Atlanta, GA","33.7489954, -84.3879824",Refinery,City of Atlanta,,shodan_ps_locations,20a629020b6568495d253d8e8bdbe470,shodan_ps_locations__20a629020b6568495d253d8e8bdbe470
City of Atlantis,"Atlantis, FL","26.5909025, -80.1008762",Person,City of Atlantis,,shodan_ps_locations,d1e08a127b2eaaae706e6474b6304395,shodan_ps_locations__d1e08a127b2eaaae706e6474b6304395
City of Attica,"Attica, IN","40.2942039, -87.2488988",Pipeline,City of Attica,,shodan_ps_locations,a0995194364b4b0810d24d2614de7239,shodan_ps_locations__a0995194364b4b0810d24d2614de7239
City of Aubrey,"Aubrey, TX","33.3042834, -96.986118",DiplomaticFacilities,City of Aubrey,,shodan_ps_locations,10e3c88d9bcef543fb06fc784652e1ae,shodan_ps_locations__10e3c88d9bcef543fb06fc784652e1ae
City of Auburn,"Auburn, ME","44.0978509, -70.2311655",Person,City of Auburn,,shodan_ps_locations,e5135324bcbf9fa303ad8123bb63dd74,shodan_ps_locations__e5135324bcbf9fa303ad8123bb63dd74
City of Augusta,"Augusta, GA","33.4734978, -82.0105148",FTO,City of Augusta,,shodan_ps_locations,7cd084e59f75b5a45c37a30896567102,shodan_ps_locations__7cd084e59f75b5a45c37a30896567102
City of Aurora,"Aurora, MO","36.970891, -93.717979",Consulates,City of Aurora,,shodan_ps_locations,6e5c6f7beac7de37b7b84aa37b3fae31,shodan_ps_locations__6e5c6f7beac7de37b7b84aa37b3fae31
City of Austell,"Austell, GA","33.8126059, -84.6343783",LegislativeCommittee,City of Austell,,shodan_ps_locations,148d21310cb6be6d33b621374ffcfcb8,shodan_ps_locations__148d21310cb6be6d33b621374ffcfcb8
City of Austin,"Austin, TX","30.267153, -97.7430608",LegislativeCommittee,City of Austin,,shodan_ps_locations,93acd1f5a93b1e509c56bf552455f475,shodan_ps_locations__93acd1f5a93b1e509c56bf552455f475
Town of Avon,"Avon, MA","42.1306554, -71.0411582",AAEntity,Town of Avon,,shodan_ps_locations,651b889ebe870126ec27aa5306436ae2,shodan_ps_locations__651b889ebe870126ec27aa5306436ae2
City of Avondale,"Avondale, AZ","33.4355977, -112.3496021",CompanyKeyword,City of Avondale,,shodan_ps_locations,499f0104a6c0e880eefeec71e1cb0c03,shodan_ps_locations__499f0104a6c0e880eefeec71e1cb0c03
City of Aztec,"Aztec, NM","36.8222261, -107.9928455",Legislator,City of Aztec,,shodan_ps_locations,9877e43353b5ef3b61bcc54df37bb156,shodan_ps_locations__9877e43353b5ef3b61bcc54df37bb156
City of Azusa,"AZUSA, CA","34.1336186, -117.9075627",ForeignMinistry,City of Azusa,,shodan_ps_locations,f79f48778c9e46cb815b94f085bba511,shodan_ps_locations__f79f48778c9e46cb815b94f085bba511
Borough of Baden,"Baden, PA","40.6350668, -80.2281159",Media,Borough of Baden,,shodan_ps_locations,51a406a6d64caf6aaa055c9e9c31d44a,shodan_ps_locations__51a406a6d64caf6aaa055c9e9c31d44a
City of Bainbridge Island,"Bainbridge Island, WA","47.6248791, -122.5210007",News,City of Bainbridge Island,,shodan_ps_locations,981beb10f3cfc29ae3972315b0556d03,shodan_ps_locations__981beb10f3cfc29ae3972315b0556d03
City of Bakersfield,"Bakersfield, CA","35.3732921, -119.0187125",IndustryTerm,City of Bakersfield,,shodan_ps_locations,8191b34c4d6e9fa45036b4ca05f254ca,shodan_ps_locations__8191b34c4d6e9fa45036b4ca05f254ca
City of Baldwin City,"Baldwin City, KS","38.775007, -95.1863603",Exec,City of Baldwin City,,shodan_ps_locations,8b35880b6e87ecc2d5da1c7b503c0fa6,shodan_ps_locations__8b35880b6e87ecc2d5da1c7b503c0fa6
Bal Harbour Village,"Bal Harbour, FL","25.8917613, -80.1269896",Media,Bal Harbour Village,,shodan_ps_locations,96d3b2668bf96bd913ce2df9811efef4,shodan_ps_locations__96d3b2668bf96bd913ce2df9811efef4
Baltimore Mayor's Office,"Baltimore, MD","39.2903848, -76.6121893",Shipping,Baltimore Mayor's Office,,shodan_ps_locations,703c7d3013feb6d608f7c5aa60277e17,shodan_ps_locations__703c7d3013feb6d608f7c5aa60277e17
City of Bangor,"Bangor, ME","44.8016128, -68.7712257",space,City of Bangor,,shodan_ps_locations,661ecfd4c74c7ad1548b9b3aead89ae3,shodan_ps_locations__661ecfd4c74c7ad1548b9b3aead89ae3
City of Banning,"Banning, CA","33.9255713, -116.8764103",AAEntity,City of Banning,,shodan_ps_locations,a7272f5508eb790472ceb6c70f5a8ce1,shodan_ps_locations__a7272f5508eb790472ceb6c70f5a8ce1
City Of Bardstown,"Bardstown, KY","37.8092279, -85.4669025",ForeignMinister,City Of Bardstown,,shodan_ps_locations,30bab9f254e0b0f5766ed7a93aebdb56,shodan_ps_locations__30bab9f254e0b0f5766ed7a93aebdb56
Town of Bar Harbor,"Bar Harbor, ME","44.3876119, -68.2039123",Person,Town of Bar Harbor,,shodan_ps_locations,73e194a002a1b202dd70596b2ec2b83b,shodan_ps_locations__73e194a002a1b202dd70596b2ec2b83b
City of Barling,"Barling, AR","35.3256469, -94.3016006",LegislativeCommittee,City of Barling,,shodan_ps_locations,9cee3157ba1206defb144c31828a4791,shodan_ps_locations__9cee3157ba1206defb144c31828a4791
