chinadc_identifier,dccaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
广安区,"Guang'an district of Guang'an, Sichuan, China",guanganguangan,Exec,"Guang'an district of Guang'an, Sichuan, China",,dgm_chinadclocations,5370a68c8e2c41bfabd315de825d7a17,dgm_chinadclocations__5370a68c8e2c41bfabd315de825d7a17
前锋区,"Qianfeng district of Guang'an, Sichuan, China",qianfengguangan,FTO,"Qianfeng district of Guang'an, Sichuan, China",,dgm_chinadclocations,d351bbdffc670333add8675e066d44fa,dgm_chinadclocations__d351bbdffc670333add8675e066d44fa
旌阳区,"Jingyang district of Deyang, Sichuan, China",jingyangdeyang,space,"Jingyang district of Deyang, Sichuan, China",,dgm_chinadclocations,9c3129e50c6ed2dfb404d098a11e97e8,dgm_chinadclocations__9c3129e50c6ed2dfb404d098a11e97e8
罗江区,"Luojiang district of Deyang, Sichuan, China",luojiangdeyang,Refinery,"Luojiang district of Deyang, Sichuan, China",,dgm_chinadclocations,c140ed74a541781953060611c8e9c920,dgm_chinadclocations__c140ed74a541781953060611c8e9c920
武侯区,"Wuhou district of Chengdu, Sichuan, China",wuhouchengdu,DiplomaticFacilities,"Wuhou district of Chengdu, Sichuan, China",,dgm_chinadclocations,6ddffc5b1e6b99d8960eb4f9b55f7ef0,dgm_chinadclocations__6ddffc5b1e6b99d8960eb4f9b55f7ef0
锦江区,"Jinjiang district of Chengdu, Sichuan, China",jinjiangchengdu,Diplomat,"Jinjiang district of Chengdu, Sichuan, China",,dgm_chinadclocations,8823f8085028e5e87a46c4fcdd1ea3a6,dgm_chinadclocations__8823f8085028e5e87a46c4fcdd1ea3a6
青羊区,"Qingyang district of Chengdu, Sichuan, China",qingyangchengdu,AAEntity,"Qingyang district of Chengdu, Sichuan, China",,dgm_chinadclocations,4350a20023f1d8019d1020468684b89b,dgm_chinadclocations__4350a20023f1d8019d1020468684b89b
金牛区,"Jinniu district of Chengdu, Sichuan, China",jinniuchengdu,IndustryTerm,"Jinniu district of Chengdu, Sichuan, China",,dgm_chinadclocations,933fb121c03ca93091d948789e215333,dgm_chinadclocations__933fb121c03ca93091d948789e215333
成华区,"Chenghua district of Chengdu, Sichuan, China",chenghuachengdu,AAEntity,"Chenghua district of Chengdu, Sichuan, China",,dgm_chinadclocations,157ab07caeb1d9b367358fef3ccd744d,dgm_chinadclocations__157ab07caeb1d9b367358fef3ccd744d
龙泉驿区,"Longquanyi district of Chengdu, Sichuan, China",longquanyichengdu,News,"Longquanyi district of Chengdu, Sichuan, China",,dgm_chinadclocations,503619dd7104a9dcb716fc248c7f9b3a,dgm_chinadclocations__503619dd7104a9dcb716fc248c7f9b3a
青白江区,"Qingbaijiang district of Chengdu, Sichuan, China",qingbaijiangchengdu,AAEntity,"Qingbaijiang district of Chengdu, Sichuan, China",,dgm_chinadclocations,827bb1dbf1cb7708acd84ef01e7f26ab,dgm_chinadclocations__827bb1dbf1cb7708acd84ef01e7f26ab
新都区,"Xindu district of Chengdu, Sichuan, China",xinduchengdu,space,"Xindu district of Chengdu, Sichuan, China",,dgm_chinadclocations,d271fa8fd7336bc4c5b750141c1b8c6a,dgm_chinadclocations__d271fa8fd7336bc4c5b750141c1b8c6a
温江区,"Wenjiang district of Chengdu, Sichuan, China",wenjiangchengdu,Exec,"Wenjiang district of Chengdu, Sichuan, China",,dgm_chinadclocations,6e09258ec2d0f89c24b01f1da810102c,dgm_chinadclocations__6e09258ec2d0f89c24b01f1da810102c
双流区,"Shuangliu district of Chengdu, Sichuan, China",shuangliuchengdu,Media,"Shuangliu district of Chengdu, Sichuan, China",,dgm_chinadclocations,8b59e6a9dffc1e416d628c6b7f74113a,dgm_chinadclocations__8b59e6a9dffc1e416d628c6b7f74113a
郫都区,"Pidu district of Chengdu, Sichuan, China",piduchengdu,DiplomaticFacilities,"Pidu district of Chengdu, Sichuan, China",,dgm_chinadclocations,e5b7d9386f629ebc4668a7ae263ad71e,dgm_chinadclocations__e5b7d9386f629ebc4668a7ae263ad71e
新津区,"Xinjin district of Chengdu, Sichuan, China",xinjinchengdu,IndustryTerm,"Xinjin district of Chengdu, Sichuan, China",,dgm_chinadclocations,775849a73bf6cdb6f38570143157e0bd,dgm_chinadclocations__775849a73bf6cdb6f38570143157e0bd
东区,"Dong district of Panzhihua, Sichuan, China",dongpanzhihua,IndustryTerm,"Dong district of Panzhihua, Sichuan, China",,dgm_chinadclocations,fa9d8bfc93456ec61a754dea360037ef,dgm_chinadclocations__fa9d8bfc93456ec61a754dea360037ef
西区,"Xi district of Panzhihua, Sichuan, China",xipanzhihua,Legislator,"Xi district of Panzhihua, Sichuan, China",,dgm_chinadclocations,01aacd345921b994aa95dbca4a72b540,dgm_chinadclocations__01aacd345921b994aa95dbca4a72b540
仁和区,"Renhe district of Panzhihua, Sichuan, China",renhepanzhihua,space,"Renhe district of Panzhihua, Sichuan, China",,dgm_chinadclocations,82a2e9582fbddfb9c0ca8c464b7e37c3,dgm_chinadclocations__82a2e9582fbddfb9c0ca8c464b7e37c3
江阳区,"Jiangyang district of Luzhou, Sichuan, China",jiangyangluzhou,Consulates,"Jiangyang district of Luzhou, Sichuan, China",,dgm_chinadclocations,3709d1f76418bcbd9d86102e797d1ab6,dgm_chinadclocations__3709d1f76418bcbd9d86102e797d1ab6
纳溪区,"Naxi district of Luzhou, Sichuan, China",naxiluzhou,Consulates,"Naxi district of Luzhou, Sichuan, China",,dgm_chinadclocations,ead95bbbf18c3c48990910d3b028040f,dgm_chinadclocations__ead95bbbf18c3c48990910d3b028040f
龙马潭区,"Longmatan district of Luzhou, Sichuan, China",longmatanluzhou,CompanyKeyword,"Longmatan district of Luzhou, Sichuan, China",,dgm_chinadclocations,33b5a3d0063a94ed94f7d573bf55fbf7,dgm_chinadclocations__33b5a3d0063a94ed94f7d573bf55fbf7
东坡区,"Dongpo district of Meishan, Sichuan, China",dongpomeishan,Diplomat,"Dongpo district of Meishan, Sichuan, China",,dgm_chinadclocations,cc752a0355052f286184122b64c5dc5c,dgm_chinadclocations__cc752a0355052f286184122b64c5dc5c
彭山区,"Pengshan district of Meishan, Sichuan, China",pengshanmeishan,News,"Pengshan district of Meishan, Sichuan, China",,dgm_chinadclocations,a170ae5454363425839136dff775aef1,dgm_chinadclocations__a170ae5454363425839136dff775aef1
涪城区,"Fucheng district of Mianyang, Sichuan, China",fuchengmianyang,LegislativeCommittee,"Fucheng district of Mianyang, Sichuan, China",,dgm_chinadclocations,c94b13a6f449efb739272fc9b3c477ba,dgm_chinadclocations__c94b13a6f449efb739272fc9b3c477ba
游仙区,"Youxian district of Mianyang, Sichuan, China",youxianmianyang,ForeignMinistry,"Youxian district of Mianyang, Sichuan, China",,dgm_chinadclocations,496929f86001d36f2498b173ffe25a22,dgm_chinadclocations__496929f86001d36f2498b173ffe25a22
安州区,"Anzhou district of Mianyang, Sichuan, China",anzhoumianyang,LegislativeCommittee,"Anzhou district of Mianyang, Sichuan, China",,dgm_chinadclocations,1622fa88f88dd0e8067a7a7387df0ec3,dgm_chinadclocations__1622fa88f88dd0e8067a7a7387df0ec3
沿滩区,"Yantan district of Zigong, Sichuan, China",yantanzigong,Wells,"Yantan district of Zigong, Sichuan, China",,dgm_chinadclocations,52897a9dbe53b711b04a1dad022bfb75,dgm_chinadclocations__52897a9dbe53b711b04a1dad022bfb75
大安区,"Da'an district of Zigong, Sichuan, China",daanzigong,Keyphrase,"Da'an district of Zigong, Sichuan, China",,dgm_chinadclocations,180bbfc8e1924aa2a0d9e7539cf83f20,dgm_chinadclocations__180bbfc8e1924aa2a0d9e7539cf83f20
贡井区,"Gongjing district of Zigong, Sichuan, China",gongjingzigong,ForeignMinistry,"Gongjing district of Zigong, Sichuan, China",,dgm_chinadclocations,0dc778a9c0a2f938c630e1486ef36a1e,dgm_chinadclocations__0dc778a9c0a2f938c630e1486ef36a1e
自流井区,"Ziliujing district of Zigong, Sichuan, China",ziliujingzigong,Person,"Ziliujing district of Zigong, Sichuan, China",,dgm_chinadclocations,864398c2f8a6126ee19474b26c663ff4,dgm_chinadclocations__864398c2f8a6126ee19474b26c663ff4
雁江区,"Yanjiang district of Ziyang, Sichuan, China",yanjiangziyang,LegislativeCommittee,"Yanjiang district of Ziyang, Sichuan, China",,dgm_chinadclocations,367106a12d7e1354c8dc2da33b568f1a,dgm_chinadclocations__367106a12d7e1354c8dc2da33b568f1a
通川区,"Tongchuan district of Dazhou, Sichuan, China",tongchuandazhou,space,"Tongchuan district of Dazhou, Sichuan, China",,dgm_chinadclocations,13eecf647e96c98f8b1d2df8fd4fc1da,dgm_chinadclocations__13eecf647e96c98f8b1d2df8fd4fc1da
达川区,"Dachuan district of Dazhou, Sichuan, China",dachuandazhou,Keyphrase,"Dachuan district of Dazhou, Sichuan, China",,dgm_chinadclocations,285b58ac9d16c8bbb89d69d6c6fd2d2f,dgm_chinadclocations__285b58ac9d16c8bbb89d69d6c6fd2d2f
船山区,"Chuanshan district of Suining, Sichuan, China",chuanshansuining,LegislativeCommittee,"Chuanshan district of Suining, Sichuan, China",,dgm_chinadclocations,38157698584bbd9753e84fba779d3280,dgm_chinadclocations__38157698584bbd9753e84fba779d3280
安居区,"Anju district of Suining, Sichuan, China",anjusuining,Organization,"Anju district of Suining, Sichuan, China",,dgm_chinadclocations,c4fcb41fb59557826cf308091ccbcaef,dgm_chinadclocations__c4fcb41fb59557826cf308091ccbcaef
雨城区,"Yucheng district of Ya'an, Sichuan, China",yuchengyaan,IndustryTerm,"Yucheng district of Ya'an, Sichuan, China",,dgm_chinadclocations,89f91b66d9d53ee41cb234939630bb59,dgm_chinadclocations__89f91b66d9d53ee41cb234939630bb59
名山区,"Mingshan district of Ya'an, Sichuan, China",mingshanyaan,LegislativeCommittee,"Mingshan district of Ya'an, Sichuan, China",,dgm_chinadclocations,d82f8e73e0a49261227332b568644374,dgm_chinadclocations__d82f8e73e0a49261227332b568644374
河西区,"Hexi district of Tianjin, China",hexitianjin,Consulates,"Hexi district of Tianjin, China",,dgm_chinadclocations,10cb633f2d12be8fb582f191359f4a2c,dgm_chinadclocations__10cb633f2d12be8fb582f191359f4a2c
和平区,"Heping district of Tianjin, China",hepingtianjin,Consulates,"Heping district of Tianjin, China",,dgm_chinadclocations,d66bff3c3356a88e22326daaf836dce6,dgm_chinadclocations__d66bff3c3356a88e22326daaf836dce6
河东区,"Hedong district of Tianjin, China",hedongtianjin,Shipping,"Hedong district of Tianjin, China",,dgm_chinadclocations,1cac43edb8881768ccf5113d15e02572,dgm_chinadclocations__1cac43edb8881768ccf5113d15e02572
南开区,"Nankai district of Tianjin, China",nankaitianjin,LegislativeCommittee,"Nankai district of Tianjin, China",,dgm_chinadclocations,e28635c32b272b8bbfbb11627806742a,dgm_chinadclocations__e28635c32b272b8bbfbb11627806742a
河北区,"Hebei district of Tianjin, China",hebeitianjin,ForeignMinistry,"Hebei district of Tianjin, China",,dgm_chinadclocations,76d19f76ee5449ba784c16d0ca34ef66,dgm_chinadclocations__76d19f76ee5449ba784c16d0ca34ef66
红桥区,"Hongqiao district of Tianjin, China",hongqiaotianjin,LegislativeCommittee,"Hongqiao district of Tianjin, China",,dgm_chinadclocations,ee4324b17ff98e0176ef3d161cc14871,dgm_chinadclocations__ee4324b17ff98e0176ef3d161cc14871
东丽区,"Dongli district of Tianjin, China",donglitianjin,AAEntity,"Dongli district of Tianjin, China",,dgm_chinadclocations,8eed5f547299253d96c632b0fe52e01d,dgm_chinadclocations__8eed5f547299253d96c632b0fe52e01d
津南区,"Jinnan district of Tianjin, China",jinnantianjin,Exec,"Jinnan district of Tianjin, China",,dgm_chinadclocations,bb2c5c983d6a08279d8ebdf42f5071c3,dgm_chinadclocations__bb2c5c983d6a08279d8ebdf42f5071c3
西青区,"Xiqing district of Tianjin, China",xiqingtianjin,Media,"Xiqing district of Tianjin, China",,dgm_chinadclocations,044d117baecc6834445fabbce47c2c27,dgm_chinadclocations__044d117baecc6834445fabbce47c2c27
北辰区,"Beichen district of Tianjin, China",beichentianjin,Consulates,"Beichen district of Tianjin, China",,dgm_chinadclocations,19f941998d6fb6a2baa32313608743ab,dgm_chinadclocations__19f941998d6fb6a2baa32313608743ab
武清区,"Wuqing district of Tianjin, China",wuqingtianjin,AAEntity,"Wuqing district of Tianjin, China",,dgm_chinadclocations,a3ef2da30df0bb94a97a5fbd777abdba,dgm_chinadclocations__a3ef2da30df0bb94a97a5fbd777abdba
宝坻区,"Baodi district of Tianjin, China",baoditianjin,Keyphrase,"Baodi district of Tianjin, China",,dgm_chinadclocations,11ff6ccb534e4622718e3114041d745c,dgm_chinadclocations__11ff6ccb534e4622718e3114041d745c
滨海新区,"Binhai New Area district of Tianjin, China",binhainewareatianjin,Legislator,"Binhai New Area district of Tianjin, China",,dgm_chinadclocations,10b5b8f488881aff2e3f35de18b9b55b,dgm_chinadclocations__10b5b8f488881aff2e3f35de18b9b55b
宁河区,"Ninghe district of Tianjin, China",ninghetianjin,Diplomat,"Ninghe district of Tianjin, China",,dgm_chinadclocations,6627d54f4e7641aa64605e14b99f206e,dgm_chinadclocations__6627d54f4e7641aa64605e14b99f206e
静海区,"Jinghai district of Tianjin, China",jinghaitianjin,Exec,"Jinghai district of Tianjin, China",,dgm_chinadclocations,bdb215548c2fe5223ba826bb871e13c6,dgm_chinadclocations__bdb215548c2fe5223ba826bb871e13c6
蓟州区,"Jizhou district of Tianjin, China",jizhoutianjin,space,"Jizhou district of Tianjin, China",,dgm_chinadclocations,52dd6f9528f78400ffc43f496d929c92,dgm_chinadclocations__52dd6f9528f78400ffc43f496d929c92
沙坡头区,"Shapotou district of Zhongwei, Ningxia, China",shapotouzhongwei,Keyphrase,"Shapotou district of Zhongwei, Ningxia, China",,dgm_chinadclocations,9fa2426772b52d8f1b01513d6954a994,dgm_chinadclocations__9fa2426772b52d8f1b01513d6954a994
利通区,"Litong district of Wuzhong, Ningxia, China",litongwuzhong,Legislator,"Litong district of Wuzhong, Ningxia, China",,dgm_chinadclocations,9e0ef45a875cd724cd9332f72383f4c7,dgm_chinadclocations__9e0ef45a875cd724cd9332f72383f4c7
红寺堡区,"Hongsibu district of Wuzhong, Ningxia, China",hongsibuwuzhong,Refinery,"Hongsibu district of Wuzhong, Ningxia, China",,dgm_chinadclocations,e2f27274acb1aca9e61362d853ff7dd2,dgm_chinadclocations__e2f27274acb1aca9e61362d853ff7dd2
原州区,"Yuanzhou district of Guyuan, Ningxia, China",yuanzhouguyuan,IndustryTerm,"Yuanzhou district of Guyuan, Ningxia, China",,dgm_chinadclocations,83248ad0b1f7fc77b86d1810058dd5b4,dgm_chinadclocations__83248ad0b1f7fc77b86d1810058dd5b4
大武口区,"Dawukou district of Shizuishan, Ningxia, China",dawukoushizuishan,ForeignMinister,"Dawukou district of Shizuishan, Ningxia, China",,dgm_chinadclocations,a64f03495d3f37a29f04d3ae18a023c9,dgm_chinadclocations__a64f03495d3f37a29f04d3ae18a023c9
惠农区,"Huinong district of Shizuishan, Ningxia, China",huinongshizuishan,Keyphrase,"Huinong district of Shizuishan, Ningxia, China",,dgm_chinadclocations,39e740dde2e44624af0ae72179565fbd,dgm_chinadclocations__39e740dde2e44624af0ae72179565fbd
金凤区,"Jinfeng district of Yinchuan, Ningxia, China",jinfengyinchuan,Exec,"Jinfeng district of Yinchuan, Ningxia, China",,dgm_chinadclocations,6fd2fd347cba3c9122993d7e182aa108,dgm_chinadclocations__6fd2fd347cba3c9122993d7e182aa108
兴庆区,"Xingqing district of Yinchuan, Ningxia, China",xingqingyinchuan,ForeignMinister,"Xingqing district of Yinchuan, Ningxia, China",,dgm_chinadclocations,92ed5e07c372bb40a8d008b54d7cb5d0,dgm_chinadclocations__92ed5e07c372bb40a8d008b54d7cb5d0
西夏区,"Xixia district of Yinchuan, Ningxia, China",xixiayinchuan,Organization,"Xixia district of Yinchuan, Ningxia, China",,dgm_chinadclocations,c1819279c9acf8c39ce7ef9241fb5240,dgm_chinadclocations__c1819279c9acf8c39ce7ef9241fb5240
谯城区,"Qiaocheng district of Bozhou, Anhui, China",qiaochengbozhou,DiplomaticFacilities,"Qiaocheng district of Bozhou, Anhui, China",,dgm_chinadclocations,a23fc0a80486a067b26684390e8393af,dgm_chinadclocations__a23fc0a80486a067b26684390e8393af
金安区,"Jin'an district of Lu'an, Anhui, China",jinanluan,Consulates,"Jin'an district of Lu'an, Anhui, China",,dgm_chinadclocations,917800b83ae45b7bd285500d135fdfb6,dgm_chinadclocations__917800b83ae45b7bd285500d135fdfb6
裕安区,"Yu'an district of Lu'an, Anhui, China",yuanluan,ForeignMinister,"Yu'an district of Lu'an, Anhui, China",,dgm_chinadclocations,d23d80b3e5376a527ad847800fcf51bd,dgm_chinadclocations__d23d80b3e5376a527ad847800fcf51bd
叶集区,"Yeji district of Lu'an, Anhui, China",yejiluan,Media,"Yeji district of Lu'an, Anhui, China",,dgm_chinadclocations,2483455262dd29d8796aef7295c8dc8f,dgm_chinadclocations__2483455262dd29d8796aef7295c8dc8f
蜀山区,"Shushan district of Hefei, Anhui, China",shushanhefei,FTO,"Shushan district of Hefei, Anhui, China",,dgm_chinadclocations,1db95c485d3111e0af5c120495cacc5a,dgm_chinadclocations__1db95c485d3111e0af5c120495cacc5a
瑶海区,"Yaohai district of Hefei, Anhui, China",yaohaihefei,IndustryTerm,"Yaohai district of Hefei, Anhui, China",,dgm_chinadclocations,1c6d72160760e2e1aa47d8628890978c,dgm_chinadclocations__1c6d72160760e2e1aa47d8628890978c
庐阳区,"Luyang district of Hefei, Anhui, China",luyanghefei,AAEntity,"Luyang district of Hefei, Anhui, China",,dgm_chinadclocations,0eab6c5e0ad84ce1c1530cd56cabfaae,dgm_chinadclocations__0eab6c5e0ad84ce1c1530cd56cabfaae
包河区,"Baohe district of Hefei, Anhui, China",baohehefei,Diplomat,"Baohe district of Hefei, Anhui, China",,dgm_chinadclocations,f44558a9ccc9f663e5ffcc0f58c9f4fd,dgm_chinadclocations__f44558a9ccc9f663e5ffcc0f58c9f4fd
大观区,"Daguan district of Anqing, Anhui, China",daguananqing,Media,"Daguan district of Anqing, Anhui, China",,dgm_chinadclocations,63a43298870a9b7a1ee86b955e605a4f,dgm_chinadclocations__63a43298870a9b7a1ee86b955e605a4f
迎江区,"Yingjiang district of Anqing, Anhui, China",yingjianganqing,IndustryTerm,"Yingjiang district of Anqing, Anhui, China",,dgm_chinadclocations,39f6a87fb7bc9bded599f4dd7fde2e9d,dgm_chinadclocations__39f6a87fb7bc9bded599f4dd7fde2e9d
宜秀区,"Yixiu district of Anqing, Anhui, China",yixiuanqing,CompanyKeyword,"Yixiu district of Anqing, Anhui, China",,dgm_chinadclocations,7ecda26404775a156f7cfc0ee34d190c,dgm_chinadclocations__7ecda26404775a156f7cfc0ee34d190c
宣州区,"Xuanzhou district of Xuancheng, Anhui, China",xuanzhouxuancheng,Legislator,"Xuanzhou district of Xuancheng, Anhui, China",,dgm_chinadclocations,3c6d6b5781daf1e8ea1b5a74dd52836e,dgm_chinadclocations__3c6d6b5781daf1e8ea1b5a74dd52836e
埇桥区,"Yongqiao district of Suzhou, Anhui, China",yongqiaosuzhou,space,"Yongqiao district of Suzhou, Anhui, China",,dgm_chinadclocations,e10f90cda3cb1cc113abcd5bd35ae665,dgm_chinadclocations__e10f90cda3cb1cc113abcd5bd35ae665
贵池区,"Guichi district of Chizhou, Anhui, China",guichichizhou,Consulates,"Guichi district of Chizhou, Anhui, China",,dgm_chinadclocations,8ffb6d8c6d0e3826fb0e879f8d988146,dgm_chinadclocations__8ffb6d8c6d0e3826fb0e879f8d988146
相山区,"Xiangshan district of Huaibei, Anhui, China",xiangshanhuaibei,Legislator,"Xiangshan district of Huaibei, Anhui, China",,dgm_chinadclocations,ea9258a38f2805a27c2fec2a96175bde,dgm_chinadclocations__ea9258a38f2805a27c2fec2a96175bde
杜集区,"Duji district of Huaibei, Anhui, China",dujihuaibei,ForeignMinistry,"Duji district of Huaibei, Anhui, China",,dgm_chinadclocations,6c92e1cbfc4b4c5076c4f46aaa4ac6e9,dgm_chinadclocations__6c92e1cbfc4b4c5076c4f46aaa4ac6e9
烈山区,"Lieshan district of Huaibei, Anhui, China",lieshanhuaibei,FTO,"Lieshan district of Huaibei, Anhui, China",,dgm_chinadclocations,58462570b74a41d183bd4f05104c2476,dgm_chinadclocations__58462570b74a41d183bd4f05104c2476
田家庵区,"Tianjia'an district of Huainan, Anhui, China",tianjiaanhuainan,DiplomaticFacilities,"Tianjia'an district of Huainan, Anhui, China",,dgm_chinadclocations,6f03009db8adefd46542d75e49725398,dgm_chinadclocations__6f03009db8adefd46542d75e49725398
大通区,"Datong district of Huainan, Anhui, China",datonghuainan,Person,"Datong district of Huainan, Anhui, China",,dgm_chinadclocations,677c7ac84607c52ed6c4082314ea1d54,dgm_chinadclocations__677c7ac84607c52ed6c4082314ea1d54
谢家集区,"Xiejiaji district of Huainan, Anhui, China",xiejiajihuainan,FTO,"Xiejiaji district of Huainan, Anhui, China",,dgm_chinadclocations,7e3e54b90f75ca943be01c85e3e335bc,dgm_chinadclocations__7e3e54b90f75ca943be01c85e3e335bc
